Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Sicilia Gommoni,Noleggio barche,https://www.siciliagommoni.it,334 259 2083,"Via Torre di Mondello, 4",Palermo,,siciliagommoni@gmail.com,https,Joomla,No,Sconosciuto,49,74,92.00,Sì,No
Autonoleggio a Enna | Calcagno,Agenzia di noleggio auto,https://www.fratellicalcagnoauto.it,339 616 5760,C.da Mandrascate km 10 snc,Enna,,fratellicalcagnoauto@gmail.com,https,WordPress,No,Servereasy Srl,62,87,100.00,Sì,No
Marina di Ognina,Noleggio barche,https://www.marinadiognina.it,351 835 1860,"Traversa Capo Ognina, n° 2",Siracusa,,info@marinadiognina.it,https,WordPress,No,Aruba S.p.A. Network,65,77,92.00,Sì,No
Noleggio Gommoni Isola delle Femmine Sunset boats Rent,Noleggio barche,,329 188 6287,Via dei Villini,Isola delle Femmine,,,,,,,,,,,
Noleggio barche senza patente a Milazzo,Noleggio barche,https://www.noleggiobarchesenzapatentemilazzo.it,351 607 4228,Via Marina Garibaldi,Milazzo,,info@noleggiobarchemilazzo.it,https,Wix,Sì,Google LLC,77,97,100.00,Sì,No
Easy Boats,Noleggio barche,http://www.easyboats.it,345 771 0215,Lungomare Granatello,Augusta,,,https,ASP.NET,Sì,Server Plan S.r.l.,80,76,92.00,Sì,No
Nacria Boat Experience | Noleggio barche senza patente nautica a Castellammare del Golfo,Noleggio barche,https://nacriaboats.it,351 665 2160,Via Don Leonardo Zangara,Castellammare del Golfo,,,https,WordPress,Sì,SiteGround,63,94,100.00,Sì,No
Onebus,Azienda di autotrasporti,http://www.onebus.it,0942 981409,"Corso delle Province, 7",Gaggi,,info@onebus.it,https,React,No,Sconosciuto,51,52,85.00,Sì,No
Due Mari Noleggio,Noleggio barche,http://www.duemarinoleggio.it,320 745 5816,via Scalo D'Alaggio zona porto Miggiano,Santa Cesarea Terme,,paianoantonio92@virgilio.it,https,Shopify,No,Netsons s.r.l.,54,66,100.00,Sì,No
Charter Eolie,Noleggio barche,http://www.chartereolie.it,340 640 5678,Via Marina Garibaldi,Milazzo,,info@chartereolie.it,https,WordPress,Sì,Serverplan S.r.l.,56,79,92.00,Sì,No
"GiuGioMa Charter, Locazione imbarcazioni",Noleggio barche,https://www.giugiomacharter.it,339 833 8976,Marina Galizzi ( Molo Traperoidale porto di Palermo Palermo Marina yachting,Palermo,,mgiordan2687@gmail.com,,WordPress,Sì,Signet B.V.,0,0,0.00,Sì,No
Igiea Boat Palermo,Noleggio barche,http://igieagommoni.it,338 325 9411,Piazza Acquasanta,Palermo,,,https,WordPress,Sì,TransIP BV,0,0,0.00,Sì,No
Nautical Adventure,Noleggio barche,,375 898 7259,Contrada Campolato,Augusta,,,,,,,,,,,
Milazzo Coast to Coast - Tour Eolie - Noleggio Gommoni - Tour in Barca,Noleggio barche,http://www.milazzocoasttocoast.it,349 504 6851,Via Marina Garibaldi,Milazzo,,info@milazzocoasttocoast.it,https,WordPress,Sì,Sconosciuto,36,40,92.00,Sì,No
Noleggio Barche e Gommoni Favignana​,Noleggio barche,https://www.noleggiobarchefavignana.com,347 129 7016,"Largo Marina, 1",Favignana,,,https,WordPress,Sì,Sconosciuto,44,94,85.00,Sì,No
Palermobyboat - Noleggio Barche e Gommoni,Noleggio barche,http://palermobyboat.com,388 800 3433,"Scalo dell'Arenella, 66",Palermo,,,https,WordPress,Sì,Sconosciuto,52,82,85.00,Sì,No
Cesare noleggio gommone e barche rent boat Siracusa,Noleggio barche,,334 596 0207,Via Elorina,Siracusa,,,,,,,,,,,
MRENT SERVICE di Manuel Lucamante | Escursioni e Noleggio Pedalò - Rent boat,Noleggio barche,,351 536 1405,"Piazza Angonia, 1",Milazzo,,,,,,,,,,,
"Ioniam Rent Boat - Noleggio barche, gommoni e visite guidate in ZATTERA",Noleggio barche,https://www.ioniam-noleggiobarche.com,331 897 9799,"Associazione Due mari, Contrada Zuccara",Avola,,ioniam@outlook.it,https,Shopify,No,Iomart Cloud Services Limited,49,30,92.00,Sì,No
Noleggio barche marzamemi club nautico,Noleggio barche,,388 127 4141,"Viale Paolo Calleri, 89/101",Marzamemi,,,,,,,,,,,
Cefaluinvacanza - Noleggio Barche e gommoni a Cefalù,Noleggio barche,https://cefaluinvacanza.it/noleggio-barche-e-gommoni-a-cefalu-informazioni-e-prezzi,392 233 9879,Via Presidiana,Cefalù,,,https,React,No,Hetzner Online GmbH,89,83,100.00,Sì,No
Noleggio Yacht Barche Gommoni Escursioni Maroby Day Charter Gallipoli,Noleggio barche,,335 335 066,"Viale Giovanni Bovio, 6",Gallipoli,,,,,,,,,,,
Kora Yachting Experience,Noleggio barche,https://www.marinayachtingsicily.com,334 934 1953,"Via Don Leonardo Zangara, Snc",Castellammare del Golfo,,,https,Shopify,No,Server Plan S.r.l.,56,75,100.00,Sì,No
Rent Boat Cefalù Tours,Noleggio barche,https://rentboatcefalutours.it,329 361 3158,Via Presidiana,Cefalù,,giovanni_incaprera@hotmail.it,https,WordPress,Sì,Hetzner Online GmbH,59,65,85.00,Sì,No
Palermo Rent - Noleggio gommoni,Noleggio barche,https://www.palermo-rent.com,328 304 1830,Discesa Tonnara,Palermo,,info@palermo-rent.com,https,Joomla,No,Connetical Srl,0,0,0.00,Sì,
SailToGo s.r.l. Locazione Barche a Vela,Noleggio barche,http://www.sailtogo.it,0771 24835,Molo Azzurra,Formia,,info@sailtogo.it,https,React,Sì,Sconosciuto,63,67,100.00,Sì,No
Nautica Giovimar,Luogo per il ricovero di barche,http://nauticagiovimar.it,345 142 2726,"Via Catapanello, 1/A",Patti,,,https,WordPress,No,Server Plan S.r.l.,61,97,85.00,Sì,No
Jonio Yachting Brucoli - Approdo per Barche - Noleggio,Porticciolo turistico,,095 295535,Via Canale,Brucoli,,,,,,,,,,,
Noleggio Barche e Gommoni Butterfly Pantelleria,Noleggio barche,http://www.noleggiobutterfly.com,320 275 2465,Molo Wojtyla,Pantelleria,,info@noleggiobutterfly.com,https,Shopify,Sì,Aruba S.p.A. Network,70,93,83.00,Sì,No
bluedream - fishing & rent - noleggio gommoni e barche da pesca a San Vito Lo Capo,Noleggio barche,http://www.bluedreamrent.it,329 244 7267,"Via Faro, 10",San Vito Lo Capo,,info@bluedreamrent.it,https,Shopify,No,OVH SAS,81,99,92.00,Sì,No
escursioni in barca noleggio,Noleggio barche,,333 715 3803,"via maria s.s. delle grazie, 11",Trapani,,,,,,,,,,,
Giorgio Parrivecchio Parrucchieri Palermo,Salone da parrucchiere,https://giorgioparrivecchio.it,091 321759,"Via Narciso Cozzo, 25",Palermo,,,https,React,No,Aruba S.p.A.,52,61,85.00,Sì,No
Blu Nautica Service Srl,Noleggio barche,https://www.blunauticaservice.it,348 293 1903,"Via Emilia Romagna, 269/AB",Cattolica,,,https,Joomla,No,"Cloudflare, Inc.",56,94,92.00,Sì,No
"Trinacria Escursioni, Noleggio Gommoni, Escursioni in Barca da San Vito Lo Capo",Noleggio barche,http://www.trinacriaescursioni.com,327 423 0541,Via Faro,San Vito Lo Capo,,nicola.candela@hotmail.it,https,Shopify,Sì,Aruba S.p.A. Network,55,93,92.00,Sì,No
Lupo di Mare Noleggio ed Escursioni in Barca Castro Marina Salento,Noleggio barche,http://www.lupodimarenoleggio.it,388 791 7909,"Porto Vecchio, Castro",Castro Marina,,,https,Joomla,Sì,Serverplan S.r.l.,53,61,100.00,Sì,No
Noleggio barche M & M BOAT di Vespa Michele,Noleggio barche,http://www.memboat.it,334 196 4628,"Via Lungomare, 51",Tonnara di Bonagia,,info@memboat.it,https,Shopify,No,OVH SAS,63,93,100.00,Sì,No
Tender Boating - Noleggio barche e tour privati Isole Eolie,Noleggio barche,https://tenderboating.it,351 543 4039,"Poseidon Marina, lungomare Garibaldi c.da Vaccarella 1",Milazzo,,tenderboating@gmail.com,https,WordPress,No,Server Plan S.r.l.,59,81,85.00,Sì,No
Sail Travel Egadi - Vacanze in Barca a Vela e Catamarano,Noleggio barche,https://www.sailtravel.it,339 226 9952,"Vicolo Coccio, 4",Marsala,,sailtravel.francesco@gmail.com,https,Shopify,No,Seeweb srl,47,70,92.00,Sì,No
Nebrodi Eolian Charter - Noleggio Barche e Gommoni Capo d'Orlando - Isole Eolie,Noleggio barche,https://www.nebrodieoliancharter.it/it,0941 195 0073,"Via Campidoglio, 30/S",Sant'Agata di Militello,,info@nebrodieoliancharter.it,https,React,Sì,SiteGround,38,59,83.00,Sì,No
Marina Yachting Sicily,Noleggio barche,https://www.marinayachtingsicily.com,351 557 0344,"Via Faro, 10",San Vito Lo Capo,,,https,React,No,Server Plan S.r.l.,56,75,100.00,Sì,No
Lisca Bianca Yachts Charter,Noleggio barche,https://liscabiancayachtscharter.it,392 504 9510,"Via Bettolo Giovanni Ammiraglio, 13",Palermo,,info@liscabiancayachtscharter.it,https,WordPress,No,Server Plan S.r.l.,55,68,100.00,Sì,No
Pontile La Scogliera,Noleggio barche,,331 225 2178,Via Marina di Torre,Torre Archirafi,,,,,,,,,,,
Spataro Noleggi • NCC • Auto • Furgoni • Taxi,Servizio taxi,,333 276 0912,"Viale dello Stadio, 26",Carlentini,,,,,,,,,,,
Nautica Rent,Noleggio barche,http://www.nauticarent.it,342 503 5122,Lungomare,Marina di Montenero,,hornoisebastian@yahoo.it,https,WordPress,Sì,Google LLC,38,81,100.00,Sì,No
Noleggio Gommoni Trapani,Noleggio barche,https://www.noleggiogommonitrapani.com,320 013 2421,Viale Regina Elena,Trapani,,,https,WordPress,Sì,OVH SAS,57,47,92.00,Sì,No
Noleggio gommoni SEASTAR charter nautico,Noleggio barche,https://www.seastarcharternautico.it,388 736 5837,Lungomare Mediterraneo,Marsala,,info@seastarcharternautico.it,https,WordPress,No,Aruba S.p.A.,57,93,100.00,Sì,No
Baia di Ognina Rent & Boat,Noleggio barche,,333 106 3795,"Presso Baia di Ognina, Via Messina, 608",Catania,,,,,,,,,,,
MV Noleggio,Agenzia di noleggio auto,https://www.mvnoleggio.com,327 252 5555,"Via Roma, 41",Acate,,,,Wix,Non trovato,Sconosciuto,81,99,36.00,No - Pagina Non Trovata (404),No
Ermes Noleggi Barche e Gommoni,Noleggio barche,https://ermesnoleggisalina.com,371 533 2245,Via Lungomare,Santa Marina Salina,,ermesnoleggisalina@gmail.com,https,Joomla,No,Google LLC,59,86,92.00,Sì,No
Blu Nautica,Noleggio barche,http://www.blunautica.com,0924 31227,"via Don Luigi Zangara snc, V. Guglielmo Marconi, 165",Castellammare del Golfo,,info@blunautica.com,https,WordPress,Sì,Sconosciuto,56,85,92.00,Sì,No
Noleggio gommoni Ciclope Boat Rent,Noleggio barche,,345 581 1664,"Lungomare Cristoforo Colombo, Snc",Aci Castello,,,,,,,,,,,
Sicily Gates,Noleggio barche,,338 671 7934,"Via Carlo Alberto, 100",San Gregorio di Catania,,,,,,,,,,,
"NAUTICA SANTA MARINA - Noleggio barche, gommoni e ormeggio boa a Salina Isole Eolie",Noleggio barche,https://www.nauticasantamarina.com,393 020 2609,Via Massimo Troisi,Santa Marina Salina,,,https,WordPress,Sì,Sconosciuto,34,80,92.00,Sì,No
DAYRON Racing,Porticciolo turistico,,349 418 7018,"Via Scalo Grande, 1",Acireale,,,,,,,,,,,
Mamaboats Noleggio Barche Siracusa - Noleggio Jet Ski Siracusa - Escursioni in barca Siracusa,Noleggio barche,https://www.mamaboats.it,334 950 6483,"Via Elorina, 95",Siracusa,,info@mamaboats.it,https,Shopify,No,ServerPlan,43,53,92.00,Sì,No
Noleggio Pinacolada,Agenzia di noleggio auto,,376 091 1973,"Via Messina, 441",Catania,,,,,,,,,,,
Oltremare M&S di Maria Rita Sardina Noleggio gommoni Palermo Noleggio barche Palermo,Noleggio barche,http://www.oltremarepalermo.it,327 082 4594,"Lungomare Cristoforo Colombo, 4521",Palermo,,oltremare-palermo@libero.it,https,WordPress,No,VHosting,42,56,85.00,Sì,No
Ecomar Noleggio Gommoni e Barche,Noleggio barche,https://ecomarrentboat.it,338 976 8201,"Via Don Leonardo Zangara, 50",Castellammare del Golfo,,booking@ecomarrentboat.it,https,WordPress,No,Netsons,65,80,92.00,Sì,No
Rent Navigare,Noleggio barche,,389 118 7518,Loc La Foce,Marina di Campo,,,,,,,,,,,
ENJOY ME - Boat Rental,Noleggio barche,http://www.gruppotoc.com,375 504 2200,"Via Marina Garibaldi, 353",Milazzo,,info@gruppotoc.com,https,WordPress,Sì,SEEWEB s.r.l.,63,70,92.00,Sì,No
Siciliasailtour,Agenzia di escursioni in barca,http://www.siciliasailtour.com,335 666 9030,Via Cardinale Dusmet,Catania,,,https,ASP.NET,No,Aruba S.p.A. Network,56,65,92.00,Sì,No
Noleggio Pedalò e Canoe,Servizio di noleggio canoe e kayak,,346 354 8901,"Lungomare Galatea Lgmare, 19",Aci Trezza,,,,,,,,,,,
ITALMARE Noleggio Barche e Gommoni,Noleggio barche,,348 276 7297,"Cancello d'ingresso tra A.N.M.I. ed Assonautica, Lungomare Marconi, 10",Gallipoli,,,,,,,,,,,
Noleggio Barche Boats for Rent Gallipoli ZaBoat Rigging Service,Noleggio barche,,327 683 8764,Lungomare Marconi Assonautica,Gallipoli,,,,,,,,,,,
Sealife noleggio gommoni,Noleggio barche,,335 817 6993,Via Duca del Mare,Riposto,,,,,,,,,,,
Autonoleggio del Golfo S.r.l. - Noleggio Auto Trapani e Palermo,Agenzia di noleggio auto,http://www.autonoleggiodelgolfosrl.it,0924 35008,"Via S. Paolo della Croce, 33",Castellammare del Golfo,,autonoleggiodelgolfo@gmail.com,http,Shopify,No,Aruba S.p.A. Network,51,85,100.00,Sì,No
Chart ME,Noleggio barche,http://www.chartme.it,348 851 0133,Via Case Basse,Messina,,,https,Squarespace,No,"Squarespace, Inc.",48,76,100.00,Sì,No
Nautica Glem - Assimar,Concessionario di barche,http://www.nauticaglem.it,335 782 8358,Molo Crispi,Catania,,info@nauticaglem.it,https,WordPress,No,Hostinger International Limited,55,48,77.00,Sì,No
Nautilus,Noleggio barche,http://www.nautilusboat.it,338 485 8918,Lungomare Paolo Borsellino,Pantelleria,,info@nautilusboat.it,https,Shopify,No,Genesys Informatica S.r.l.,62,53,100.00,Sì,No
Elicriso rent a boat,Noleggio barche,,347 916 6572,"Via Firenze, 75",Catania,,,,,,,,,,,
Charter Sicilia,Noleggio barche,https://www.minicrocieresicilia.com/rent-boats-charters-sicilia,338 232 2936,"Via Giovan Battista Vaccarini, 1",Palermo,,info@dreamingsicily.it,https,WordPress,No,Aruba S.p.A.,71,95,92.00,Sì,No
Arena Tour in barca Sicilia,Agenzia di escursioni in barca,https://www.arenasicilytour.it,338 304 6310,"Via Marittima, 4",Catania,,arenacostruzioni@icloud.com,,WordPress,No,Serverplan s.r.l.,48,75,85.00,Sì,No
Sicily Sailing Experience,Agenzia di escursioni in barca,http://www.sicilysailingexperience.com,388 907 4432,"P.za Federico di Svevia, 32",Catania,,info@sicilysailingexperience.com,https,React,Sì,Google LLC,42,54,100.00,Sì,No
Noleggio Gommoni Nico's,Noleggio barche,,339 545 0554,Spiaggia,Lido Rossello,,,,,,,,,,,
Dream Yacht Srl - Brokerage & Sales Sicilia,Broker di yacht,http://www.dreamyacht.it,095 930595,"Vecchia Dogana - Porto di Catania, Via Cardinale Dusmet, 2",Catania,,info@dreamyacht.it,https,Shopify,Sì,Aruba S.p.A.,54,53,85.00,Sì,No
ALIA Charter • Amalfi Coast & Cilento • Boat Tour and Water Taxi,Noleggio barche,https://www.salernoincoming.it/alia-charter-tour-premium-water-taxi-salerno,347 211 9768,"Ormeggi Autuori, Via Molo Manfredi",Salerno,,,https,Shopify,No,Aruba-Hosting,52,97,100.00,Sì,No
Blue World Freediving,Centro sport di avventura,,351 991 2872,"Via Molino, 16",Acireale,,,,,,,,,,,
Charter Eolie e Grecia Atlantia partenza da Milazzo noleggi barca a vela,Noleggio barche,,373 799 9740,"Via L. Da Vinci, 12",Tremestieri Etneo,,,,,,,,,,,
Sicily Holiday Charters,Noleggio barche,https://www.sicilyholidaycharters.com,351 700 2815,"Italia - cala madonna del, Vicolo Carmine, snc",Augusta,,,https,React,No,Google LLC,59,97,92.00,Sì,No
Seakulia,Servizio di noleggio biciclette,https://www.seakulia.com,378 404 0999,"Via Immacolata, 43",Mascali,,seakulia.vacanze@seakulia.com,https,Basekit,No,Aruba-Hosting-(Technorail),74,76,100.00,Sì,No
Noleggio Barca Porto Cesareo - SeaPlanet,Noleggio barche,https://barcaportocesareo.it,389 209 9487,Piazzale Berlinguer,Porto Cesareo,,,https,WordPress,No,Mister Domain,70,91,92.00,Sì,No
SAILING SICILY TRAVELLING - Boat Charter & Experiences,Noleggio barche,http://www.sailingsicilytravelling.com,0924 040024,"Corso VI Aprile, 264",Alcamo,,sales@sicilytravelling.com,https,Joomla,Sì,Sconosciuto,64,63,85.00,Sì,No
Leandro's Boat,Noleggio barche,https://leandrosboats.it,366 386 5854,"Via Don Leonardo Zangara, snc",Castellammare del Golfo,,info@leandrosboats.it,https,WordPress,Sì,Server Plan S.r.l.,90,99,100.00,Sì,No
