Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Antico Borghetto Norcia,Bed & Breakfast,https://www.anticoborghetto.it/,0743 828635,"Via dei Santi, 3",Piediripa,,info@anticoborghetto.it,https,WordPress,No,Combell NV,55,59,92.00,Sì,No
Bed and Breakfast da Diletta,Bed & Breakfast,https://bb-da-diletta.albergo.top/,324 885 1592,"Via Borgo Sant'Antonio, 62/c",Rieti,,,https,React,No,Contabo GmbH,60,89,92.00,Sì,No
B & B Beata Colomba,Bed & Breakfast,,328 429 7701,"piazza della beata colomba, 9",Rieti,,,,,,,,,,,
San Francesco Suite,Bed & Breakfast,http://www.sanfrancescosuite.it/,366 274 1665,"Via Vittorio Emanuele, 11",Poggio Bustone,,,http,ASP.NET,Sì,Aruba S.p.A.,57,67,92.00,Sì,No
Acque del Velino B&B,Bed & Breakfast,,380 386 0384,"Via S. Francesco, 36",Rieti,,,,,,,,,,,
Le Calecatine,Bed & Breakfast,,328 284 7873,Via Valle della Pastorella,Rocca di Botte,,,,,,,,,,,
Bed And Breakfast Villa d'Este,Bed & Breakfast,http://www.villadestetivoli.it/,0774 311307,"Via Boselli, 14",Tivoli,,,https,WordPress,Sì,Aruba S.p.A.,56,80,92.00,Sì,No
Bed & Breakfast 1913,Bed & Breakfast,,331 853 8445,"Via Valle dei Prati, 60",Montelibretti,,,,,,,,,,,
B&B La Panoramica,Bed & Breakfast,https://www.villadestetivoli.it/,0774 335700,"Viale Nicolò Arnaldi, 45",Tivoli,,,https,Joomla,Sì,Aruba S.p.A.,56,83,100.00,Sì,No
B&B Casa di Orazio,Bed & Breakfast,http://www.casadiorazio.it/dovesiamo.asp,340 311 9133,"Via di Ponte Trave, 4",Roccagiovine,,info@casadiorazio.it,http,ASP.NET,No,Aruba S.p.A. Network,100,100,91.00,Sì,No
Villa Sanguigni,Bed & Breakfast,https://www.villasanguigni.com/,338 857 1835,"Via di sotto, 71",Bagnolo,,,https,Wix,Sì,Google LLC,73,88,92.00,Sì,No
Bed and Breakfast Casa Rosella - Country House,Bed & Breakfast,http://www.casarosella.it/,331 659 8420,"Via Fontana Fresca, 25",Bellegra,,,https,WordPress,No,Aruba S.p.A.,60,86,85.00,Sì,No
il Vecchio Treno guest house,Bed & Breakfast,http://www.ilvecchiotreno.it/,0774 332661,"Via Valeria, 13",Tivoli,,info@ilvecchiotreno.it,https,Shopify,No,Aruba S.p.A.,59,87,92.00,Sì,No
Al Seminario,Hotel,,380 599 6086,"Via Teobaldi, 2",Tivoli,,,,,,,,,,,
B&B Il Sogno nel Vento,Bed & Breakfast,,349 288 5577,"Via Dritta, 28",Tufo,,,,,,,,,,,
Palazzo Moraschi,Bed & Breakfast,http://www.palazzomoraschisubiaco.it/,0774 85690,"Viale della Repubblica, 75",Subiaco,,info@palazzomoraschisubiaco.it,https,Shopify,Sì,Netsons Network,54,44,92.00,Sì,No
AgriQuartuccio b&b / Q ristorante,Agriturismo,https://www.agriquartuccio.it/,388 098 3651,Strada Provinciale del Cavaliere,Oricola,,agriquartuccio@gmail.com,https,Shopify,Sì,Google LLC,67,95,100.00,Sì,No
Le Macchie,Bed & Breakfast,,338 497 6325,Località Colle del Prete,Arsoli,,,,,,,,,,,
B&B Il Sorriso Dei Monti,Bed & Breakfast,http://www.ilsorrisodeimonti.it/,347 920 6626,"Via Segni, 20",Orvinio,,info@ilsorrisodeimonti.it,https,ASP.NET,No,Aruba S.p.A. Network,97,99,100.00,Sì,No
B&B La Casa di Milady,Bed & Breakfast,,347 761 0215,"Via Ettore Ronconi, 33",Genzano di Roma,,,,,,,,,,,
Agriturismo Colle Tocci Subiaco,Agriturismo,http://www.agriturismocolletocci.it/,335 688 3955,"Contrada Castagnola, 8",Subiaco,,info@agriturismocolletocci.it,https,WordPress,Sì,Netsons s.r.l.,65,89,92.00,Sì,No
Albano Station Rooms Bed & Breakfast Castelli Romani Castelgandolfo Marino Ciampino Ariccia Genzano,Bed & Breakfast,https://albano-station-rooms-bed.camerainitalia.top/,339 737 3265,Via del Mare 34 00041 Pavona,Albano Laziale,,,https,WordPress,No,Contabo GmbH,59,88,85.00,Sì,No
L'arancio B&B - Cecchina,Bed & Breakfast,,349 669 6595,"Via Alto Adige, 5",Albano Laziale,,,,,,,,,,,
B&B wintage,Bed & Breakfast,,351 590 9649,"Via Nettunense Vecchia, 1",Marino,,,,,,,,,,,
Park Hotel Villamaria,Hotel,http://www.villamariaparkhotel.it/,06 931 0464,"Via del Mare, 263",Albano Laziale,,info@villamariaparkhotel.it,https,WordPress,No,SEEWEB s.r.l.,52,74,58.00,Sì,No
B&B Carpe Diem vista lago,Bed & Breakfast,,340 482 9837,Via S. Lucia Filippini,Castel Gandolfo,,,,,,,,,,,
Alloggio Turistico Giardino sul Lago,Bed & Breakfast,http://www.giardinosullago.it/,331 595 1952,"Via Giuseppe Mazzini, 20",Castel Gandolfo,,avafederico@hotmail.com,https,React,Sì,Aruba S.p.A. Network,56,71,92.00,Sì,No
Beccodoca Suite Albano,Bed & Breakfast,,331 952 5056,"Via Alcide de Gasperi, 43",Albano Laziale,,,,,,,,,,,
B&B L'antica Locanda,Bed & Breakfast,,345 853 9292,"Cin: It058008c1cp6798vg, Piazza S. Giorgio, 7",Arcinazzo Romano,,,,,,,,,,,
Hotel Miralago,Hotel,http://www.hotelmiralagoalbano.com/,06 932 1018,"Via dei Cappuccini, 12",Albano Laziale,,,https,React,No,Aruba S.p.A. Network,56,85,92.00,Sì,No
Palazzetto Leonardi,Bed & Breakfast,http://www.palazzettoleonardi.it/,0774 415184,"Via delle Scuole, 10",San Polo dei Cavalieri,,info@palazzettoleonardi.it,https,WordPress,Sì,Aruba S.p.A. Network,92,48,100.00,Sì,No
B&B Ad Un Passo Dal Cielo,Bed & Breakfast,https://passodalcielo.tripcombined.com/,331 604 1065,"Via Palazzo, 3",Pietrasecca,,,https,React,No,Contabo GmbH,57,89,92.00,Sì,No
Villa dei Fantasmi,Bed & Breakfast,http://www.villadeifantasmi.it/,335 727 1169,"Via dell'Osservatorio, 9",Rocca di Papa,,info@villadeifantasmi.it,http,WordPress,No,Aruba S.p.A.,55,66,85.00,Sì,No
Maison Martina,Hotel,,334 159 4565,"Via Quinto Labieno Partico, 7",Ariccia,,,,,,,,,,,
Bed and Breakfast VITELLIA,Bed & Breakfast,,329 171 0731,"Borgo San Nicola, 44",Bellegra,,,,,,,,,,,
B&B Villetta Graziani,Bed & Breakfast,,328 561 3786,"52, SR411, 20",Altipiani di Arcinazzo,,,,,,,,,,,
Le Sorgenti Casa Vacanze,Bed & Breakfast,,389 462 1751,"Via delle Sorgenti, 12",Altipiani di Arcinazzo,,,,,,,,,,,
Arcinazzo House Bed and Breakfast,Bed & Breakfast,,331 265 1061,Via Sublacense,Arcinazzo Romano,,,,,,,,,,,
Bed and Breakfast 4 Rent Albano Laziale,Bed & Breakfast,https://4-rent.percorsiitaliani.top/,06 2111 8679,"Via Parma, 3A/3B",Albano Laziale,,,https,React,No,Contabo GmbH,60,87,85.00,Sì,No
L'Antico Granaio,Ristorante,http://linktree.com/anticogranaio,0775 136 1415,Via Palianese Sud,Paliano,,anticogranaio2022@gmail.com,https,Next.js,No,"Fastly, Inc.",59,72,92.00,Sì,No
B&B Al Campo,Bed & Breakfast,,351 818 5925,"Via Pietro Metastasio, 2",Subiaco,,,,,,,,,,,
Foresteria del Monastero di S. Scolastica,Ristorante,https://www.foresteria-subiaco.com/,0774 85569,"Piazzale Santa Scolastica, 1",Subiaco,,,https,Shopify,Sì,Aruba S.p.A.,56,94,100.00,Sì,No
Belvedere Ristorante B&B,Ristorante italiano,http://www.belvederesubiaco.com/,0774 85531,"Via dei Monasteri, 33",Subiaco,,,http,WordPress,Sì,Aruba S.p.A.,65,97,85.00,Sì,No
Viale dei Ciliegi,Agriturismo,,340 166 0233,Via San Rocco Contrada Maiale snc,Alvito,,,,,,,,,,,
Il Tiglio,Bed & Breakfast,,320 537 0021,Via S. Nicola,Alvito,,,,,,,,,,,
B&B Castrum,Bed & Breakfast,,348 216 3113,Piazza Guglielmo Marconi,Santopadre,,,,,,,,,,,
Il Boschetto - Cucina e Vini,Ristorante,,06 956 4025,"Via San Francesco D'Assisi, 95",Olevano Romano,,,,,,,,,,,
Agriturismo La Pietra,Agriturismo,,0776 881055,"SP167, 36",Arpino,,,,,,,,,,,
Nido del Nibbio,Hotel,http://nidodelnibbio.com/,333 468 5133,SP44b,"Livata, Subiaco",,nidodelnibbio@gmail.com,https,Weebly,Sì,"Weebly, Inc.",62,87,75.00,Sì,No
Cape House,Residence,http://www.capehouse.it/,06 9171 4196,"Via Tenutella, 70 bis",Albano Laziale,,,https,Wix,No,Google LLC,73,86,100.00,Sì,No
Casale della Certosa,Hotel,https://hotelcasalecertosa.com/,06 7138 3055,"Via Pietrelcina, 6",Roma,,info@casalecertosa.it,https,Angular,No,SEEWEB s.r.l.,65,79,92.00,Sì,No
Hotel Castel Vecchio,Hotel,http://www.hotelcastelvecchio.com/hotelcastelvecchio/,06 936 0308,"Viale Pio XI, 23",Castel Gandolfo,,,https,React,No,SEEWEB s.r.l.,65,67,92.00,Sì,No
The Wishing Well,Bed & Breakfast,https://the-wishing-well.italiabella.top/,328 769 8354,Via Piana,Gallinaro,,,https,WordPress,No,Contabo GmbH,55,83,92.00,Sì,No
La Casa dei Nonni,Bed & Breakfast,http://www.lacasadeinonni.eu/,349 364 9117,"Via Annunziata, 119",San Donato Val di Comino,,info@lacasadeinonni.eu,https,Joomla,No,Netsons s.r.l.,67,95,92.00,Sì,No
Bed & Breakfast Le Mirage,Bed & Breakfast,,370 323 0488,Via della Stazione,Aprilia,,,,,,,,,,,
B & B Delle Valli,Bed & Breakfast,,06 9270 4017,"Via delle Valli, 13",Aprilia,,,,,,,,,,,
B&B Mirella's House - Via Verona,Bed & Breakfast,,347 481 4120,"Via Verona, 95",Ardea,,,,,,,,,,,
La Ciammaruca,Bed & Breakfast,http://www.laciammaruca.it/,333 938 8600,"Via Santa Maria Fontana Vitola, 8",Alvito,,,https,WordPress,No,One.com A/S,65,85,92.00,Sì,No
Casa Radiosa,Bed & Breakfast,https://www.casa-radiosa.it/it/,340 000 1273,"Via S. Vincenzo Ferreri, 80",Sora,,,https,Squarespace,No,"Amazon.com, Inc.",75,96,100.00,Sì,No
Agriturismo Torre Cristina,Agriturismo,http://www.aziendaperetti.it/,06 926 8373,"Via dei Giardini, 21",Aprilia,,,http,ASP.NET,No,Aruba S.p.A. Network,92,80,82.00,Sì,No
“A casa di” bed and breakfast,Bed & Breakfast,http://www.acasadialvito.it/,347 424 8266,"Piazza Umberto I, 1",Alvito,,info@acasadialvito.it,https,Joomla,No,SEEWEB s.r.l.,62,90,92.00,Sì,No
Il Becco Felice,Agriturismo,https://il-becco-felice.italiavacanzeindimenticabili.top/,334 793 1068,"Via Politica, 9",Arpino,,,https,React,No,Ipxo LLC,50,80,92.00,Sì,No
Lovelybed,Bed & Breakfast,http://lovelybed.italia-centro.it/,320 361 0400,"Piazza Don Luigi Sturzo, 24",Aprilia,,,http,React,No,OVH SAS,56,97,83.00,Sì,No
B&B Via Della Piazza,Bed & Breakfast,http://www.bebviadellapiazza.it/,328 615 4110,"Via della Piazza, 52",Pescasseroli,,,http,ASP.NET,No,Aruba S.p.A. Network,100,100,83.00,Sì,No
Tenuta Del Daino,Agriturismo,http://www.tenutadeldaino.it/,340 378 3780,"Via Fontanelle, 6",Alvito,,,https,Joomla,No,SEEWEB s.r.l.,67,76,100.00,Sì,No
Anna Rooms,Bed & Breakfast,,366 931 5458,"Piazza Don Luigi Sturzo, 13",Aprilia,,,,,,,,,,,
S'Home - Villa nel Verde fuori Roma - Alloggio Sostenibile,Bed & Breakfast,,334 890 4370,"Via Carano, 50/E",Aprilia,,,,,,,,,,,
Hotel San Michele,Hotel,https://hotelsanmicheleaprilia.it/it/,06 9270 3669,"Via delle Margherite, 23",Aprilia,,,https,React,No,Google LLC,65,88,100.00,Sì,No
B&B La villetta rossa,Bed & Breakfast,https://www.hotelsitaloweb.com/bb-la-villetta-rossa/,339 694 7408,"Via Benedetto Croce, 22",Anzio,,,https,WordPress,No,"Cloudflare, Inc.",100,100,92.00,Sì,No
Achirina Bed and Breakfast,Bed & Breakfast,https://www.hotelsitaloweb.com/achirina-bed-and-breakfast/,389 147 6683,"Via Alessandro, Via Scarlatti, 2",Cisterna di Latina,,,https,Shopify,No,"Cloudflare, Inc.",100,100,92.00,Sì,No
SIMON HOTEL APRILIA,Hotel,https://www.simonhotelaprilia.it/,06 9151 1340,Via Caracalla,Aprilia,,info@simonhotelaprilia.it,https,Shopify,Sì,Semplify Srl,79,88,100.00,Sì,No
B&B La Riserva Nuova,Bed & Breakfast,,320 243 5154,"Via Riserva Nuova, 62",Aprilia,,,,,,,,,,,
COMÓ EXCLUSIVE affittacamere,Bed & Breakfast,http://www.comoexclusive.eu/,328 641 9782,"Via Pontina, 206",Aprilia,,comoexclusive23@gmail.com,https,WordPress,Sì,Hetzner Online GmbH,67,89,92.00,Sì,No
B. & B. Mery Lho,Bed & Breakfast,,340 740 4656,"Via Campoleone Scalo, 101",Aprilia,,,,,,,,,,,
Della Piana Residence Srl,Hotel,http://www.dellapianaresidence.it/,348 403 5386,"Via della Piana, 22",Aprilia,,info@dellapianaresidence.it,https,ASP.NET,Sì,Aruba S.p.A.,64,85,85.00,Sì,No
Relais Colle Buono,Hotel,http://www.collebuono.it/,351 703 7623,"Via Colle Buono, 2",Serre di Conca,,info@collebuono.it,https,Shopify,Sì,OVH ISP,53,61,92.00,Sì,No
Agriturismo La Fattoria,Hotel,https://agriturismo-la-fattoria.comeviaggiare.top/,0776 508072,Via Macerino,San Donato Val di Comino,,,https,React,No,Contabo GmbH,55,85,85.00,Sì,No
Ostello Il Girasole,Alloggio turistico,,392 042 6293,"Via del Municipio, 5",Rocca Canterano,,,,,,,,,,,
CHIUSO,Ristorante arabo,,335 000 000,VIA EMPOLITANA II KM. 15,Canterano,,,,,,,,,,,
Agriturismo Ristorante Santa Giusta,Agriturismo,,0765 884166,località santa giusta,Poggio San Lorenzo,,,,,,,,,,,
Agriturismo Le Cascine,Agriturismo,http://www.lecascineagriturismo.it/,349 415 9588,Località Campigliano Via Rio,Castel di Tora,,agriturismolecascinecdt@gmail.com,https,WordPress,No,HOSTINGER FR,69,84,92.00,Sì,No
Le Belle Rane,Alloggi al coperto,,0765 77207,"Via Valle Turano, 3",Belmonte In Sabina,,,,,,,,,,,
Arenarius Resort,Bed & Breakfast,http://www.arenarius.it/,347 751 8797,"Via cecola, 4",Ornaro,,info@arenarius.it,https,Angular,No,Aruba S.p.A. Network,68,79,92.00,Sì,No
Magia del Turano,Ristorante,http://www.magiadelturano.it/,377 208 6675,"Via del Popolo, 28",Posticciola,,,http,Joomla,No,Aruba S.p.A. Network,59,63,82.00,Sì,No
il Conventaccio,Bed & Breakfast,,338 290 4595,Via Turanense Km 13,Rocca Sinibalda,,,,,,,,,,,
Il Borgo Silente,Bed & Breakfast,,349 607 7678,"Via di Mezzo, 16",Torricella in Sabina,,,,,,,,,,,
AGRITURISMO BIO-OLISTICO ROSSO LAMPONE,Agriturismo,http://www.agriturismorossolampone.it/,391 125 5761,"Via Empolitana II, snc",Cerreto Laziale,,,https,WordPress,Sì,Google LLC,55,71,100.00,Sì,No
B&B IL CASTELLO NEL BOSCO,Bed & Breakfast,https://www.ilcastellonelbosco.com/,351 882 2076,"41.925464,12.976478, Via Fontana di Ciocio, 31",Gerano,,info@ilcastellonelbosco.com,https,React,No,Amazon Technologies Inc.,61,91,100.00,Sì,No
Agriturismo b&b La Selva - Rieti,Agriturismo,https://www.laselva.info/,347 320 9024,"Via Salaria per Roma, 43",Rieti,,info@laselva.info,https,WordPress,No,Aruba S.p.A. Network,74,96,100.00,Sì,No
Hotel Ristorante Bar Turano,Hotel,http://www.hotelturano.it/,0765 716300,"Via Turanense, 50",Castel di Tora,,info@hotelturano.it,https,ASP.NET,Sì,Aruba S.p.A. Network,59,94,100.00,Sì,No
B&B In Sabina,Bed & Breakfast,http://www.bebinsabina.com/,328 719 0397,"Viale Roma, 7A",Poggio Nativo,,,https,WordPress,No,"Automattic, Inc",53,52,92.00,Sì,No
La Tenuta Resort Agricolo,Agriturismo,http://www.latenuta.org/,379 292 8864,"Loc Valle snc, Fraz",Collelungo,,,https,React,Sì,Google LLC,66,91,100.00,Sì,No
Le Ninfe bed and breakfast,Bed & Breakfast,,392 424 1177,"Via delle Ninfe, 21",Anzio,,,,,,,,,,,
Riviera Albachiara B & B Anzio,Bed & Breakfast,,351 977 3478,"Via delle Ondine, 1",Anzio,,,,,,,,,,,
La casetta di richetto,Bed & Breakfast,http://la-casetta-di-richetto.italia-centro.it/,328 450 5147,"Strada Comunale Cucugnano, 10",Anagni,,,http,Shopify,No,OVH SAS,66,98,83.00,Sì,No
Cavalieri D'Oro Luxury House ad Anzio,Bed & Breakfast,http://www.cavalieridoroanzio.it/,333 443 4047,"Piazzale Sant'Antonio, 3",Anzio,,info@cavalieridoroanzio.it,https,React,Sì,Hetzner Online GmbH,68,91,100.00,Sì,No
Villa Letizia,Bed & Breakfast,,388 945 2077,"Via Magenta, 6",Anzio,,,,,,,,,,,
B&B Vittoria,Bed & Breakfast,https://bb-vittoria.bedsandhotels.com/,327 909 8984,"Piazza 1° Maggio, 4",Anzio,,,https,React,No,Hetzner Online GmbH,76,93,91.00,Sì,No
Bed and Breakfast Villa Romano,Bed & Breakfast,,329 913 3066,"Via della cannuccia, 31",Anzio,,,,,,,,,,,
b&b da Natalina,Bed & Breakfast,,366 322 8575,"Via di Mezzo, 6",Arce,,,,,,,,,,,
La casa del sole,Bed & Breakfast,https://www.lacasadelsoleanzio.it/,338 340 6824,"Via Ardeatina, 246",Anzio,,info@lacasadelsoleanzio.it,https,Joomla,No,Keliweb S.R.L,38,79,100.00,Sì,No
Albachiara Bed & Breakfast,Bed & Breakfast,http://www.albachiarabb.it/,320 838 5982,"Via dell' Armellino, 99",Anzio,,info@albachiarabb.it,https,React,No,"Cloudflare, Inc.",51,60,100.00,Sì,No
B&B Belvedere,Bed & Breakfast,,351 651 5889,"Via Costarelle, 29",Arce,,,,,,,,,,,
Hotel La Bussola Anzio,Hotel,https://www.bussolahotelanzio.com/,06 4576 2360,"Via Aldobrandini, 10",Anzio,,,https,React,No,Google LLC,67,95,100.00,Sì,No
Hotel L'Approdo,Hotel,http://www.lapprodohotelanzio.it/,06 987 0965,"Via Ardeatina, 74",Anzio,,info@lapprodohotelanzio.it,https,React,No,Aruba S.p.A. Network,63,79,100.00,Sì,No
Agriturismo Casale Sera,Ristorante,http://www.casalesera.it/,0776 864374,"Via Renzitti, 14",Collefontana-Fontana Liri Inferiore,,,https,React,No,Google LLC,61,95,83.00,Sì,No
Al Romito,Bed & Breakfast,,348 670 2748,"Via Madonna delle Fosse, 1",Santopadre,,,,,,,,,,,
"Casale dei ricordi B&B, Home restaurant",Bed & Breakfast,https://beb.it/casaledeiricordi/it/?fbclid=PAAaY3Ef3I3D99kSRyLjdyR0yMaHgDDEuZyTmkzWcs5M3wrtNuahmanBZdUh8,348 042 6825,Via Fontanelle,Arce,,,https,Angular,No,"Amazon.com, Inc.",50,96,100.00,Sì,No
Affittacamere - BB La Casa degli Artisti - la Casa degli Sportivi,Bed & Breakfast,http://www.artistiesportivinettuno.it/,06 988 8394,"Via degli Equi, 1",Nettuno,,info@artistiesportivinettuno.it,https,React,Sì,Google LLC,73,96,100.00,Sì,No
TC Hotel,Hotel,http://tchotel.it/,351 726 7305,"Via delle Tuberose, 6",Anzio,,,https,Shopify,Sì,Netsons s.r.l.,57,83,92.00,Sì,No
Agriturismo Kelle Terre,Agriturismo,http://www.kelleterre.it/,347 429 8541,via Campo Zingrillo I,Castrocielo,,info@kelleterre.it,https,Shopify,No,Hetzner Online GmbH,62,86,100.00,Sì,No
EDELWINE,Hotel,,0775 234107,"Piazza Martiri Via Fani, 34A",Ceprano,,,,,,,,,,,
Hotel Parco dei Principi,Hotel,http://www.hotelparcodeiprincipi.com/,06 987 5109,"Via Nettunense, 61",Anzio,,info@hotelparcodeiprincipi.com,http,WordPress,No,Aruba S.p.A.,47,38,77.00,Sì,No
B&B IL Parco,Bed & Breakfast,https://bbilparcocivitavecchia.top/,340 284 6750,"V. Achille Montanucci, 26",Civitavecchia,,,http,WordPress,Sì,"Cloudflare, Inc.",70,94,100.00,Sì,No
Country House Villacolle B&B,Bed & Breakfast,,347 601 3974,"Loc. Monte Pietroso, snc",Allumiere,,,,,,,,,,,
Tarchon Luxury B&B,Bed & Breakfast,http://www.tarchonclub.com/,329 877 5520,"Via Giampietri Leoni, 18",Tarquinia,,,https,Shopify,Sì,Aruba S.p.A. Network,50,98,82.00,Sì,No
La casetta degli Etruschi,Alloggio turistico,,392 563 7071,"Via Bandita dei Buoi, 5",Allumiere,,,,,,,,,,,
Hotel Ristorante Borgo Antico,Hotel,http://www.hotelborgoantico.it/,0775 912977,"Via Campidoglio, 266",Ceprano,,info@hotelborgoantico.it,https,WordPress,No,Host SpA,85,94,75.00,Sì,No
La casa di Mascia,Bed & Breakfast,,342 183 8956,Via Ortella,Roccasecca,,,,,,,,,,,
B&B Il Caùto,Bed & Breakfast,http://bbilcauto.co/,333 900 1287,"Via Caio Mario, 43",Arpino,,,https,Angular,No,"Squarespace, Inc.",57,92,73.00,Sì,No
Palazzo Tronconi bed & breakfast,Bed & Breakfast,http://www.palazzotronconi.com/,0776 539678,"Palazzo Tronconi, Via Corte Vecchia, 44",Arce,,info@palazzotronconi.com,https,Shopify,Sì,Seeweb s.r.l,18,62,85.00,Sì,No
Aecolibrium Country House / B&B,Bed & Breakfast,https://www.aecolibrium.com/,0776 546699,"Via Casali, 12",Pastena,,,https,React,Sì,Google LLC,69,71,100.00,Sì,No
I Tre Leoni Affittacamere,Bed & Breakfast,,349 518 7594,"Via delle Ginestre, 1",Civitavecchia,,,,,,,,,,,
Locanda Villa Naumanni,Bed & Breakfast,https://villanaumanni.it/,393 930 5408,SP Valle del Mignone snc,Tarquinia,,info@villanaumanni.it,https,WordPress,Sì,Aruba S.p.A,47,66,100.00,Sì,No
Suites Matteotti 57 Civitavecchia,Bed & Breakfast,,351 360 1010,"Viale Giacomo Matteotti, 57",Civitavecchia,,,,,,,,,,,
B&B MABELL,Bed & Breakfast,http://www.bbmabell.it/,339 448 7494,"Via Sant'Agostino, 7a",Civitavecchia,,,http,WordPress,No,Aruba S.p.A.,52,80,85.00,Sì,No
Maison De Revel B&B Civitavecchia,Bed & Breakfast,http://www.maisonderevel.it/,342 619 1540,"Lungomare Ammiraglio Thaon de Revel, 30",Civitavecchia,,info@maisonderevel.it,http,WordPress,No,Hetzner Online GmbH,62,88,92.00,Sì,No
Ricci Rooms,Bed & Breakfast,https://www.tuttocassino.it/hotel/ricci-rooms/,392 731 5976,"Via Ortella 23 in prossimità della, Via Francigena",Roccasecca,,,http,Shopify,No,Server Plan S.r.l.,30,52,100.00,Sì,No
Bed & Breakfast Il Rifugio del Tempo,Bed & Breakfast,http://www.ilrifugiodeltempo.it/,329 359 1123,"Via Cupone II ,17",Roccasecca,,info@ilrifugiodeltempo.it,https,React,Sì,Server Plan S.r.l.,51,60,92.00,Sì,No
Bed and Breakfast Santa Maria,Bed & Breakfast,,347 591 6667,"Via della Fortuna, 4",Amaseno,,,,,,,,,,,
B&B Villa Sans Souci,Bed & Breakfast,http://villasanssouci.com/,347 909 0530,"Via Vittorio Cernusco, 13",Civitavecchia,,tortorelli.michele@gmail.com,https,Basekit,No,Aruba S.p.A.,66,66,92.00,Sì,No
