Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Mini Zoo Di Parente Luigi,Negozio per animali,,0874 412678,"Via Conte Rosso, 55",Campobasso,,,,,,,,,,,
Gold Fish Zoo,Negozio di animali,,392 495 9266,"Via Francesco Longano, 11",Campobasso,,,,,,,,,,,
Joe Zampetti by Isola dei Tesori - Campobasso,Negozio per animali,,0874 698399,Cda Colle delle Api,Campobasso,,,,,,,,,,,
Cucciolandia,Toelettatura di animali domestici,,327 906 1527,"Piazza Aldo Moro, 9",San Paolo di Civitate,,,,,,,,,,,
Barber dog toelettatura pet shop,Toelettatura di animali domestici,,389 473 2418,"Via Molise, 62",Termoli,,,,,,,,,,,
Agripet,Negozio per animali,http://www.agripetmolise.com,0874 64741,"Viale Unità d'Italia, 8",Ripalimosani,,,http,WordPress,No,Hetzner Online GmbH,85,79,92.00,Sì,No
Avicola Grandola,Negozio di animali,,339 296 2967,"Contrada S. Vito, 45",Montecalvo Irpino,,,,,,,,,,,
ZOO MARKET,Negozio di animali,,327 849 0212,"Via Gian Battista Vico, 9",San Severo,,,,,,,,,,,
Beauty Dog,Toelettatura di animali domestici,http://www.beautydog.it,342 742 8556,"Via Giosuè Carducci, 88/n",Campobasso,,,http,WordPress,No,Aruba S.p.A.,73,96,82.00,Sì,No
Animal Park Di D'Alete Laura,Negozio per animali,,347 097 0312,"50 Via Morrone, Larino, CB 86035",Larino,,,,,,,,,,,
Scodinzolando,Negozio per animali,,388 142 1794,"Corso Umberto I° di Savoia, 15",Lesina,,,,,,,,,,,
Animal Beauty Center Di Moscatelli Andrea,Negozio di animali,,0882 600180,"Corso Giacomo Matteotti, 269",Torremaggiore,,,,,,,,,,,
Amici di Casa,Negozio di animali,,327 205 0325,"Via Foggia, 142",San Giovanni Rotondo,,,,,,,,,,,
Piccolo Zoo,Negozio di animali,,0882 421477,"Via Foggia, 138",San Giovanni Rotondo,,,,,,,,,,,
L'Emporio Degli Animali Campobasso,Negozio di animali,,347 866 9330,"Corso Giuseppe Mazzini, 140",Campobasso,,,,,,,,,,,
Angolo Natura e Legno,Negozio per animali,https://angolonaturaelegno.it,347 731 6042,"Vico Latella, 8",San Bartolomeo in Galdo,,luisabottaro83@yahoo.it,https,WordPress,Sì,Signet B.V.,51,75,92.00,Sì,No
PET CENTER - Il negozio per i tuoi animali,Negozio per animali,https://petcenteritalia.it,349 875 1049,"Via Antoniana, 218/C",Campodarsego,,info@petcenteritalia.it,https,WordPress,No,Aruba S.p.A.,53,72,92.00,Sì,No
Animal House di Toma Gilda Fatima,Negozio per animali,,327 946 5005,"Via Leopardi, 15",San Severo,,,,,,,,,,,
Piccolo Zoo di Panunzio G&C Srl,Negozio di animali,,0881 772016,"Via Santa Maria della Neve, 26",Foggia,,,,,,,,,,,
Agri-Zoo Di Fiorentino Michelina,Negozio di animali,,0874 848405,"Corso Umberto I, 96",Morrone del Sannio,,,,,,,,,,,
Quattro Zampe & Co.,Negozio per animali,http://www.quattrozampefoggia.it,0881 662004,"Corso del Mezzogiorno, 21 E/F",Foggia,,,http,ASP.NET,No,Aruba S.p.A. Network,100,100,82.00,Sì,No
Market Per Animali,Negozio per animali,,0881 027495,"Corso Pietro Giannone, 188",Foggia,,,,,,,,,,,
Il sogno di Maya,Negozio di animali,,370 123 5123,"Via S. Rocco, 6",Lucera,,,,,,,,,,,
Joe Zampetti by Isola dei Tesori - Foggia,Negozio per animali,,0881 070681,"Viale Ignazio d'Addedda, 2/C 2/D 2/F",Foggia,,,,,,,,,,,
Market per Animali,Negozio per animali,,0881 312021,"Via Alfredo Guglielmi, 70",Foggia,,,,,,,,,,,
PelosAmici,Negozio di animali,,327 945 5419,"Via Pietro Nenni, 22",Foggia,,,,,,,,,,,
l'arca di willy,Negozio per animali,,377 385 9857,"Piazza Padre Pio, 39",Foggia,,,,,,,,,,,
RC Pet Shop Manfredonia,Negozio per animali,https://www.rcpetshop.it,0884 352229,"Via della Croce, 54",Manfredonia,,info@rcpetshop.it,https,PrestaShop,Sì,Aruba S.p.A.,51,72,85.00,Sì,No
PET'S HOUSE,Negozio di animali,,339 347 5782,"n, Via Dante Alighieri, 18",Cagnano Varano,,,,,,,,,,,
L'Isola dei Tesori,Negozio per animali,,0881 617148,"Viale degli Aviatori, 37",Foggia,,,,,,,,,,,
Amici di casa Coop,Negozio per animali,,0881 813111,"Viale degli Aviatori, 126",Foggia,,,,,,,,,,,
Scodinzolare.it,Negozio di animali,,351 967 4615,Piazzale S. Giuseppe Artigiano,Foggia,,,,,,,,,,,
Piccoli Amici,Negozio per animali,,340 750 0578,"Via Martin Luther King, 15",Manfredonia,,,,,,,,,,,
Acquarium Hobby Zoo,Negozio per animali,http://www.acquariumhobbyzoo.it,0875 704912,"Viale Trieste, 24",Termoli,,,http,React,No,wix com inc,0,0,0.00,Sì,No
Bug Snack,Negozio di animali,http://www.bugsnack.it,393 441 7648,"Viale Virgilio, 75/c",Foggia,,ordini.bugsnack@gmail.com,http,Shopify,Sì,Server Plan S.r.l.,63,84,83.00,Sì,No
Dogs’ Spring,Toelettatura di animali domestici,https://www.dogs-spring.it,351 402 1516,"Via Saverio Pollice, 52",Foggia,,,https,Shopify,No,"Fastly, Inc.",60,95,92.00,Sì,No
Pet Heaven,Negozio per animali,,346 648 5300,"Viale Candelaro, 53",Foggia,,,,,,,,,,,
Gecko Zoo,Negozio per animali,,353 460 8498,"Via Benedetto Croce, 12",Foggia,,,,,,,,,,,
Candela pet shop,Negozio di animali,,+598 91 577 544,Camino paso escobar entre real de Azúa y olimar complejo loma alta,Ciudad de la Costa,,,,,,,,,,,
Pajareria Candelas,Negozio di animali,,+34 665 54 10 84,"C. San Marcos, 27",Manzanares,,,,,,,,,,,
Aquatic Zoo,Negozio per animali,,080 893 7060,"Via Giuseppe Chiarelli, G H I, 8",Martina Franca,,,,,,,,,,,
fauna market pet shop srl,Negozio di animali,,334 235 0449,"Strada Comunale 146, Contrada Calascione, 30",Locorotondo,,,,,,,,,,,
Stelle a 4 Zampe,Negozio per animali,,389 034 2927,"Via Nicola Campanile, 10",Foggia,,,,,,,,,,,
Animal Store,Toelettatura di animali domestici,,080 424 0846,"Via Parco del Lauro, 6",Polignano a Mare,,,,,,,,,,,
Candela Pet's,Negozio di animali,,+54 11 4686-2717,Av. Lisandro de la Torre 1329,ECB,,,,,,,,,,,
Pepe's Shop,Negozio per animali,,349 063 2852,"Via Lentella, 32 A",Apricena,,,,,,,,,,,
BubblePet,Negozio di animali,http://www.bubblepet.it,0771 062169,"SS7, km 119",Fondi,,prenotazioni@bubblepet.it,http,React,No,Hetzner Online GmbH,57,76,100.00,Sì,No
Pet's Market Italia,Negozio per animali,http://www.petsmarket.it,080 202 5760,"Via Camillo Rosalba, 61/A",Bari,,info@petsmarket.it,http,WordPress,Sì,Aruba S.p.A. Network,52,79,92.00,Sì,No
Little Zoo di Matera Carolina,Negozio per animali,,0882 645085,"Via Melissa, 82",Apricena,,,,,,,,,,,
DELIPETSHOP - negozio cibo e accessori per animali La Spezia,Negozio per animali,https://www.delipetshop.com,347 617 9709,"Via XXIV Maggio, 160",La Spezia,,,https,PrestaShop,Non trovato,Doctype S.r.l,96,99,83.00,,No
Animal shop dall'alano alla zebra,Toelettatura di animali domestici,,351 976 7783,"Via dei Rivalba, 17",Castelnuovo Don Bosco,,,,,,,,,,,
Pets By Abrescia,Negozio di animali,,080 869 8244,"Via Quintino Sella, 35",Altamura,,,,,,,,,,,
Nerone's Pet Store,Negozio per animali,,328 237 7574,"Viale Aldo Moro, 87",Lucera,,,,,,,,,,,
LiRo House di Pastore Antonella,Negozio per animali,,349 421 0979,"Via Gargano, 51",Manfredonia,,,,,,,,,,,
Qua La Zampa Toelettatura e PetShop,Negozio per animali,,342 845 7439,"Via Semmola, 74",Brusciano,,,,,,,,,,,
ZooQuark Caserta,Negozio per animali,,0823 155 8763,Via Paolo Borsellino,Caserta,,,,,,,,,,,
Benessere Animali,Negozio di animali,,347 181 4513,"Viale Europa, 78",Palazzo San Gervasio,,,,,,,,,,,
Eden Pet Shop,Negozio per animali,https://www.doggymap.it,340 245 7114,"Via Giuseppe Bertani, 14",Mantova,,,https,Shopify,No,Aruba S.p.A. Network,57,73,85.00,Sì,No
Zooplanet,Negozio per animali,,051 674 0212,"Via S. Pertini, 52",Vergato,,,,,,,,,,,
ANIMALANDIA,Negozio di animali,https://www.animalandiataranto.com,347 945 0067,"Via Salina Piccola, 12",Taranto,,,https,WordPress,No,"Automattic, Inc",88,98,54.00,Sì,No
HUMPET,Negozio per animali,http://www.humpet.store,06 9480 7252,"Via del Quartaccio, 34 H-L",Roma,,,http,Shopify,Sì,DEFT.COM,60,61,92.00,Sì,No
Gio Pets,Negozio di animali,,349 433 4073,"V.le Leonardo da Vinci, 158",Roma,,,,,,,,,,,
Doggypop,Negozio per animali,http://www.doggypop.com,0171 601465,"Via Cascina Colombaro, 46",Cuneo,,info@doggyopop.com,http,WordPress,No,Aruba S.p.A.,63,81,85.00,Sì,No
PetMag,Negozio di animali,,+40 752 261 837,Șoseaua București Nord 14,Pipera,,,,,,,,,,,
Toeletta e Pet Shop per cani e gatti Sofy Mama Acilia,Toelettatura di animali domestici,http://www.sofymama.it,06 8993 8256,"Piazza Giovanni Omiccioli, 16",Roma,,,http,Shopify,No,"Cloudflare, Inc.",56,74,77.00,Sì,No
Amici Miei Pet Shop & More Di Piras Patrizia,Negozio per animali,,079 582295,"Via Caprera, 24",Valledoria,,,,,,,,,,,
Mega Animal Store,Negozio per animali,,081 1925 6837,"Via Santa Maria a Cubito, 706",Napoli,,,,,,,,,,,
Animal Beauty & shop,Toelettatura di animali domestici,http://www.animalbeautyandshop.com,06 934 3356,"Via Nettunense, km 8,100",Ariccia,,,http,Wix,No,Google LLC,59,69,100.00,Sì,No
B.Animals S.N.C.,Negozio per animali,,075 937 2209,"Via Tiberina, 165\B",Deruta,,,,,,,,,,,
Bio Pet Store,Negozio per animali,https://www.biopetstore.com,376 237 3084,"Via Bazzanese, 5",Casalecchio di Reno,,,https,PrestaShop,Sì,"Cloudflare, Inc.",38,66,75.00,Sì,No
Farmapet - Zoo Bautique Supermercato per Animali,Negozio per animali,,0376 559461,"Via Piemonte, 10",San Giorgio Bigarello,,,,,,,,,,,
Patatino Store,Negozio per animali,http://www.patatino.it,327 532 4682,"Via Alle Cave, 44",Trieste,,addons4prestashop@gmail.com,http,React,Sì,Server Plan S.r.l.,44,57,83.00,Sì,No
Pelosi di Gusto srl,Negozio per animali,https://www.pelosidigusto.com,049 501 9035,"Via Lardona, 49",San Giorgio delle Pertiche,,,https,PrestaShop,Sì,"Cloudflare, Inc.",22,23,92.00,Sì,No
Zoo Bautique,Negozio di animali,,0376 253554,"Via Romana Zuccona, 77",San Biagio,,,,,,,,,,,
Zoomarket - Toelettatura e prodotti per animali,Negozio per animali,,080 898 7532,"Via la Botte, 10",Corato,,,,,,,,,,,
Mati Mati,Negozio per animali,https://mati-mati.it,049 645 5340,"Galleria Ezzelino, 4",Padova,,,https,Shopify,No,"Cloudflare, Inc.",40,71,100.00,Sì,No
Joe Zampetti by Isola dei Tesori - Bari ( Via Amendola ),Negozio per animali,,080 914 9138,"Via Giovanni Amendola, 112/B",Bari,,,,,,,,,,,
Scodinzolando Pet Store,Negozio per animali,,333 845 1891,"Via Pace, 32",Montecorvino Rovella,,,,,,,,,,,
Amore Animale,Negozio per animali,https://www.amoreanimaleshop.it,0731 878348,"Via Oreste Merli, 1/i",Serra de' Conti,,info@amoreanimaleshop.it,https,Angular,Sì,Hetzner Online GmbH,34,47,92.00,Sì,No
BaobaBarf Srls,Negozio per animali,https://www.baobabarf.com,339 260 7756,"Via Franco Sacchetti, Box14",Roma,,baobabarf@gmail.com,https,React,No,Netsons Network,79,96,100.00,Sì,No
Store-puppy,Negozio di animali,,333 252 0111,"Via Madonna di Loreto, 30",Zollino,,,,,,,,,,,
ZooPlanet Taranto,Negozio per animali,,099 593 3363,"Viale Virgilio, 144",Taranto,,,,,,,,,,,
Mascotte Pet Shop,Negozio per animali,,392 338 5580,"Via Piana La Fara, 6",Piazzano,,,,,,,,,,,
Argos Animali da Compagnia,Negozio di animali,,080 967 2930,"Via Luigi Cadorna, 54",Gravina in Puglia,,,,,,,,,,,
Fasson Food,Negozio per animali,http://www.fassonfood.it,335 681 4216,"C.so Asti, 6/bis",Alba,,,http,Joomla,Non trovato,"Akamai Technologies, Inc.",0,100,0.00,Sì,No
Nature Pet Shop | Negozio per Animali Padova,Negozio per animali,https://www.naturepetshop.it,049 645 0907,"Piazza Metelli, 2",Padova,,,https,WordPress,Sì,OVH SAS,43,41,92.00,Sì,No
Bau Bau Micio Micio Pet Shop e Tolettatura,Negozio di animali,,0824 190 7036,"Corso Trieste, 99",Telese,,,,,,,,,,,
Rufee - Pet Friendly - Toelettatura & Shop per animali,Toelettatura di animali domestici,https://www.rufee.it,329 391 1307,"Via Andria, 33",Corato,,,https,Shopify,No,"Cloudflare, Inc.",66,92,92.00,Sì,No
Zooexpert Pet Store,Negozio per animali,http://www.zooexpert.it,080 348 3472,"Via Federico II di Svevia, 2297/2299",Gioia del Colle,,info@zooexpert.it,http,PrestaShop,No,Microsoft Corporation,0,0,0.00,Sì,No
Dog & Cat Megastore,Negozio per animali,http://www.dogecatmegastore.it,0828 350031,"S.S, Viale Giuseppe Verdi, 18",Montecorvino Pugliano,,,http,React,No,Serverplan s.r.l.,48,59,77.00,Sì,No
Animal Garden,Negozio di animali,,0972 209751,"Via Potenza, 17",Rionero in Vulture,,,,,,,,,,,
Di Croce Angela Animal Garden,Negozio di animali,,0972 500117,"Via Venezia, 05",Melfi,,,,,,,,,,,
Animal Planet,Toelettatura di animali domestici,,0883 892219,"Via Nazionale, 44",San Ferdinando di Puglia,,,,,,,,,,,
L'arca di noé,Negozio di animali,,339 139 9783,"Via Ammiraglio Vacca, 66",Bitonto,,,,,,,,,,,
PET PARADISE DI SCRETI CARMELA,Negozio per animali,,339 660 9527,"Via Giuseppe Mazzini, 176",Bitonto,,,,,,,,,,,
Pet Island,Negozio di animali,,377 374 0190,"Via Pasquale Centola, 39",Bitonto,,,,,,,,,,,
Vita Da Cani di Michele Carone,Toelettatura di animali domestici,,331 265 3881,"Via Mentana, 34",Torremaggiore,,,,,,,,,,,
La Tana dei Pelosi,Negozio per animali,,345 688 2077,"Via S. Tommaso, 44",San Nicandro Garganico,,,,,,,,,,,
Cucciolandia Torremaggiore,Toelettatura di animali domestici,,0882 203587,"Via Gorizia, 23",Torremaggiore,,,,,,,,,,,
El Diablo Blanco Pet’s House,Negozio per animali,http://eldiabloblanco.myshopify.com,346 095 1767,"Lungomare Europa, 5 bis",Vieste,,,http,Shopify,No,"Cloudflare, Inc.",82,99,100.00,Sì,No
Amici di Zampa Vieste,Negozio di animali,,345 845 6424,"Via Gioacchino Rossini, 8/10",Vieste,,,,,,,,,,,
Exotic Store,Negozio di animali,,345 925 6977,"Via Alessandro Minuziano, 155",San Severo,,,,,,,,,,,
Allevamento Moreno,Negozio di animali,,380 479 6258,"Via Trinitapoli, 22",Foggia,,,,,,,,,,,
Il nostro mondo di Fortunato Ciarli,Negozio per animali,,348 799 0295,"Via Amalfi, 18",Cellino San Marco,,,,,,,,,,,
Animal House a Giovinazzo,Negozio di animali,,080 394 7932,"Viale Aldo Moro, 113",Giovinazzo,,,,,,,,,,,
Animali in Primo Piano,Negozio di animali,,347 887 2624,"Piazza S. Agostino, 6",Giovinazzo,,,,,,,,,,,
Joe Zampetti by Isola dei Tesori - Molfetta,Negozio per animali,,080 926 4443,"Via Giovinazzo, 16",Molfetta,,,,,,,,,,,
Pianeta Animale,Negozio di animali,,080 237 8287,"Via Monte Bianco, 24",Altamura,,,,,,,,,,,
Lillo e i Vagabondi,Negozio per animali,,080 524 3104,"Via Tina Laudati, 31",Altamura,,,,,,,,,,,
Fido & Company,Negozio per animali,,366 181 1559,"Via Golgota, 13",Altamura,,,,,,,,,,,
Animal Paradise,Negozio per animali,,327 665 4024,"Via Guardialto Piccolo, 59",Gravina in Puglia,,,,,,,,,,,
Per Un Pelo,Toelettatura di animali domestici,,338 152 4662,"Via Palermo, 95",Gravina in Puglia,,,,,,,,,,,
Stray Cats & Dogs,Toelettatura di animali domestici,,329 775 1622,"Via Richard Wagner, 75",Gravina in Puglia,,,,,,,,,,,
Lulù Toelettatura - Negozio per Animali,Toelettatura di animali domestici,,366 443 6219,"Via della Repubblica, 80",Grumo Appula,,,,,,,,,,,
Oh my dog,Toelettatura di animali domestici,,328 735 3850,"Via Sergente Francesco Vero, 17",Grumo Appula,,,,,,,,,,,
Pet Shop Grumo Nevano,Negozio per animali,,329 147 2696,"Via Giacomo Matteotti, 20",Grumo Nevano,,,,,,,,,,,
Agata Pet Store e Toeletta - Porta di Roma,Negozio per animali,,388 397 2874,"Viale Carmelo Bene, 482/492",Roma,,,,,,,,,,,
Il Mondo Di Willy Di Cristofaro Vito,Negozio per animali,,080 473 7356,"Via Enrico Toti, 27",Mola di Bari,,,,,,,,,,,
Animal's House,Negozio per animali,,080 431 5808,"Via Francesco Mauro, 27",Locorotondo,,,,,,,,,,,
L'arca di Noè di Furio Valentina,Negozio di animali,,347 628 4661,"Corso Giuseppe Di Vagno, 120",Mola di Bari,,,,,,,,,,,
I Love Pets,Negozio per animali,,370 137 8676,"Via Giuseppe Garibaldi, 104",Mola di Bari,,,,,,,,,,,
Teo & co.,Toelettatura di animali domestici,,080 893 1978,"Via Don Cesare Franco, 51",Bari,,,,,,,,,,,
Bird' S House,Negozio di animali,,342 064 4167,"Corso Vittorio Emanuele, 83/85",Palo del Colle,,,,,,,,,,,
Pet's Garden Altamura,Negozio per animali,https://www.petsgarden.it,080 310 4952,"S.P. 41 per Laterza, Km. 0",Altamura,,logistica@petsgarden.it,https,React,No,Passepartout s.a.,62,79,92.00,Sì,No
Bauhaus 179 Srl,Toelettatura di animali domestici,,080 522 8806,"Via Quintino Sella, 69",Bari,,,,,,,,,,,
Beauty Dog San Salvo - Negozio animali (pet shop) con Toelettatura per cani e gatti,Toelettatura di animali domestici,http://www.beautydogsansalvo.it,392 298 7685,"Via Montenero, 105",San Salvo,,info@beautydogsansalvo.it,http,React,No,Netsons Network,63,81,92.00,Sì,No
Pet's Creation,Negozio per animali,http://www.pets-creation.com,080 473 5719,"Via Fratelli Rosselli, 36",Mola di Bari,,,http,ASP.NET,No,Aruba S.p.A. Network,99,100,92.00,Sì,No
Bagni e Tosature,Negozio di animali,,080 501 6704,"Traversa Vassallo, 6/c",Bari,,,,,,,,,,,
Mazi's Pet Shop di Gaetano Cianciotta,Negozio per animali,,080 537 3316,"Via Pescara, 12",Modugno,,,,,,,,,,,
Animalimania,Negozio di animali,,340 838 3281,"Via Cesenatico, 9",Modugno,,,,,,,,,,,
Osso Pet Emporium,Toelettatura di animali domestici,,080 918 9816,"Via Alcide de Gasperi, 26",Modugno,,,,,,,,,,,
Con Tutto L'amore Che Posso,Negozio di animali,,080 809 7506,"Via Alcide de Gasperi, 26",Modugno,,,,,,,,,,,
Oliver&Company Pet Shop,Negozio per animali,,349 754 1401,Piazza Effrem,Molfetta,,,,,,,,,,,
Simpatiche canaglie,Negozio per animali,,080 335 5844,"Via Baccarini, 107",Molfetta,,,,,,,,,,,
Lully's grooming,Negozio di animali,,348 929 3276,"Via Papa Giovanni, Via Papa Montini, 38/40",Molfetta,,,,,,,,,,,
Natura Viva,Negozio di animali,,342 799 0372,Via V. Emanuele,Molfetta,,,,,,,,,,,
Gli Amici di Ale,Negozio per animali,,380 378 4740,"Via Papa Luciani, 48",Molfetta,,,,,,,,,,,
SmilePet.it,Negozio per animali,https://smilepet.it,346 681 0731,"Via Giaquinto, 21",Molfetta,,,https,Magento,No,Aruba S.p.A. Network,56,74,82.00,Sì,No
Biofarm Service Sas Gruppo Delfine,Negozio per animali,,080 889 5627,"Via della Conciliazione, 144",Putignano,,,,,,,,,,,
Gisaro S.R.L.,Negozio per animali,http://www.gisaro.it,080 535 3897,"SS96, Km. 117.900",Modugno,,info@gisaro.it,http,ASP.NET,No,Aruba S.p.A. Network,99,100,92.00,Sì,No
Bird Pet,Negozio di animali,,099 222 4686,"Viale G. Di Vittorio, 50",Grottaglie,,,,,,,,,,,
Bari Parrot exotic,Negozio di animali,http://bariparrot.it,388 728 0420,"Via Puglie, 7",Modugno,,ranierinicola95@gmail.com,http,WordPress,Sì,Signet B.V.,60,77,92.00,Sì,No
Pet mania il supermercato degli animali,Negozio di animali,,346 406 7108,Via Mascagni Pietro,Lizzano,,,,,,,,,,,
Stile Cane di Alessandro Intermite,Toelettatura di animali domestici,,099 592 7700,"Via Roccaforzata, 118",San Giorgio Ionico,,,,,,,,,,,
Empire of Pets,Negozio per animali,,327 066 9154,"Via Costantinopoli, 68",Pulsano,,,,,,,,,,,
Pet lovers,Negozio di animali,,347 600 2585,"Via Isonzo, 45",Lizzano,,,,,,,,,,,
"Oltrenatura, Toelettatura e Pet Store di Marco Vittore",Toelettatura di animali domestici,,348 807 4604,"Via Piemonte, 26",Modugno,,,,,,,,,,,
Dalla A alla Zampa,Negozio di animali,,342 190 3774,"Via Enrico Mattei, Via Lecce, 2",San Giorgio Ionico,,,,,,,,,,,
Cip & Ciop,Negozio di animali,,099 777 6945,"Via Vizzarro, 73",Taranto,,,,,,,,,,,
Quel Pet Shop,Negozio per animali,,327 884 8963,"Via Tevere, 6",Squinzano,,,,,,,,,,,
Wilson pet shop,Negozio di animali,,099 994 3990,"Via Carlo Cacace, 313",Talsano,,,,,,,,,,,
Stile Cane Di Intermite Francesco,Negozio per animali,,099 561 2123,"Via Ennio, 163",Grottaglie,,,,,,,,,,,
Da 0 a 4 zampe,Negozio di animali,https://www.da0a4zampe.it,338 125 7001,"Via V. Calò, 75",Grottaglie,,info@da0a4zampe.it,https,ASP.NET,No,Aruba S.p.A,59,81,100.00,Sì,No
L'arca di Noè,Negozio di animali,,349 854 7370,"Via delle Camelie, 14",Monteiasi,,,,,,,,,,,
Crazy Pet,Toelettatura di animali domestici,,389 912 7115,"V.le Cavalieri di Malta, 20",Putignano,,,,,,,,,,,
Parafarmaciapet ®,Toelettatura di animali domestici,https://parafarmaciapet.com/it,080 883 1856,"Via Paolo Lembo, 3/A",Bari,,info@parafarmaciapet.com,https,PrestaShop,No,Hetzner Online GmbH,39,48,100.00,Sì,No
Artemide Horse & Pet Shop,Negozio per animali,,333 541 5270,"Via S. Martino, 23",Castellaneta,,,,,,,,,,,
Playreptile pet shop - Acquariologia e rettili,Negozio per animali,https://playreptile.com,080 849 3005,"Strada Provinciale Molfetta Terlizzi, 58\A 60 62 64/64\A",Molfetta,,donate@opencart.com,https,React,Sì,Server Plan S.r.l.,62,86,83.00,Sì,No
Appia Mangimi di Gigante Giuseppe,Negozio per animali,,329 074 6829,"C. Da Specchia, 420",Castellaneta,,,,,,,,,,,
Pet Garden,Negozio per animali,http://www.petgardentaranto.it,099 731 4806,SP102,Leporano,,info@petgardentaranto.it,http,React,No,Aruba S.p.A.,55,87,77.00,Sì,No
Dalla A alla Zebra,Negozio per animali,,348 423 0185,"Via Madonna di Pompei, 98L",Grottaglie,,,,,,,,,,,
Coccole,Toelettatura di animali domestici,,329 279 4875,"Via Roma, 290",Castellaneta,,,,,,,,,,,
IL MONDO DEGLI ANIMALI,Negozio di animali,,388 174 1146,"V.le Unità d' Italia, 26",Crispiano,,,,,,,,,,,
Alla Vecchia Fattoria,Negozio per animali,https://www.allavecchiafattoriashop.it,0832 520399,"Viale della libertà, 176",Lecce,,tizy84.t@libero.it,https,WordPress,No,OVH SAS,56,84,77.00,Sì,No
Animal Garden Shop - Negozio di animali,Negozio di animali,https://www.animalgarden.shop,080 247 1824,"presso centro commerciale grotte, Via Putignano, 92",Castellana Grotte,,,https,React,No,Armada WAN,62,86,100.00,Sì,
MYDOGSHOP&SPA,Toelettatura di animali domestici,,0825 679955,"P.zza Alfredo de Marsico, 6",Avellino,,,,,,,,,,,
Amico wash,Toelettatura di animali domestici,,320 746 1587,"Via Camillo Benso di Cavour, 25",Ginosa,,,,,,,,,,,
Mondial Fauna di Columpsi Giuseppe,Negozio di animali,,328 812 1522,"Viale Martiri d'Ungheria, 129",Ginosa,,,,,,,,,,,
Toelettatura Professionale  Le Petite By India,Toelettatura di animali domestici,,324 614 9928,"Via Per Leporano, 140",Taranto,,,,,,,,,,,
"Fido & Co di Zaira Manco | Pet shop, mangimi, toelettatura, acquari e accessori",Negozio per animali,,340 684 0251,"Via Roma, 7",Matino,,,,,,,,,,,
Zoolandia,Negozio di animali,,099 459 0799,"Via Leonida, 8/C",Taranto,,,,,,,,,,,
Lillo e i vagabondi - Taranto,Negozio per animali,,099 400 7006,"Via Cugini, 33",Taranto,,,,,,,,,,,
ANIMAL HOBBY,Negozio per animali,,099 231 3464,"Via Lombardia, 27",Taranto,,,,,,,,,,,
Joe Zampetti by Isola dei Tesori Taranto,Negozio di animali,,099 737 9206,"V.le Liguria, 95c",Taranto,,,,,,,,,,,
