Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Conbipel,Negozio di abbigliamento,,0832 614797,"Centro Commerciale di Cavallino, SS 16",Cavallino,,,,,,,,,,,
Ristorante Pizzeria Le Gole,Ristorante,,0864 49490,"Corso Raynaldo D'Anversa, 55",Anversa degli Abruzzi,,,,,,,,,,,
Stop&Shop,Grande magazzino,http://www.stopeshop.it/,0832 359413,"Via Lecce, Km 3,000",San Cesario di Lecce,,info@stopeshop.it,https,React,No,Aruba S.p.A.,48,73,100.00,Sì,No
Yamen Alba Adriatica,Negozio di abbigliamento donna,,0861 753126,"Viale della Vittoria, 218",Alba Adriatica,,,,,,,,,,,
Domiliare Casa,Agenzia immobiliare,https://www.domiliare.com/,393 888 7514,"Via Dalmazio Birago, 9F",Lecce,,,https,Shopify,Sì,OVH SAS,56,86,85.00,Sì,No
Magazzino Mondo Convenienza Corropoli (TERAMO),Deposito,,06 91515,Via Alessandro Manzoni,Corropoli,,,,,,,,,,,
Il Palmizio 2005 Srl,Negozio di tessuti,,0861 751339,"214 Lungo Mare Marconi Guglielmo, Alba Adriatica, Te 64011",Alba Adriatica,,,,,,,,,,,
Nuove Idee Srl,Agenzia per il noleggio di attrezzature,http://nuoveideearielli.myadj.it/,0871 938808,"Via Piano dell`Olmo, 14",Arielli,,,https,Shopify,No,"Cloudflare, Inc.",91,99,92.00,Sì,No
Tribuzi Srl,Rivenditore di auto,http://www.dealer.volvocars.it/tribuzi/,0861 710770,"Via Vittorio Veneto, 2",Alba Adriatica,,,,WordPress,Non trovato,"Cloudflare, Inc.",79,97,42.00,No - Pagina Non Trovata (404),No
SupermercatoCoal,Alimentari,,0861 753466,"Via Calabria, 5",Alba Adriatica,,,,,,,,,,,
Gli Archi Shopping Center,Centro commerciale,,0776 310294,"Via Casilina Sud, Km 140/250",Cassino,,,,,,,,,,,
Zaino Rocco Srl,Magazzino all'ingrosso,https://zainoil.com/,085 98203,"Via Bruno Buozzi, 12",Popoli,,info@zainorocco.com,https,React,Sì,HOSTINGER DE,44,71,83.00,Sì,No
Magazzino - Reginella D'Abruzzo S.R.L.,Deposito,,0864 33419,"Km. 95.500, Strada Statale 17",Sulmona,,,,,,,,,,,
Remigio Gas S. Coop A.R.L. - Magazzino,Legna da ardere e pellet,,085 857 0142,"Via Chiuse, 5",Lettomanoppello,,,,,,,,,,,
T. & T. Magazzino Centrale,Fornitore di materiali da costruzione,http://www.tetweb.it/,0861 760041,"Via Dell'Industria, 10E",Martinsicuro,,info@tetweb.it,https,Angular,No,Aruba S.p.A.,55,51,92.00,Sì,No
COMAIT,Fornitore di impianti di riscaldamento,http://www.comait.it/,0861 710755,"Via Nazionale Adriatica, Snc",Alba Adriatica,,info@comait.it,https,WordPress,No,Netsons Network,64,88,92.00,Sì,No
Edil Rossi Srl - Alba Adriatica,Negozio,http://www.edilrossi.com/,0861 788576,"Via Adriatica, 2",Alba Adriatica,,,https,WordPress,No,Teknonet s.r.l.,60,84,100.00,Sì,No
FM MACCHINE di Mastrolia Fabio,Fornitore di compressori d'aria,http://www.fmmacchine.it/,0832 394160,"Via Cosimo de Giorgi, 34",Lecce,,info@fmmacchine.it,https,Shopify,Sì,Google LLC,27,22,77.00,Sì,No
Supermercato Tigre Jumbo,Alimentari,https://www.oasitigre.it/it/il-mio-negozio.1402.html?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=1402&utm_source=google&utm_medium=GMBSitelink&utm_campaign=GMBSitelink_Alba_Adriatica_A302,0861 757682,"Via Ercole Falò, 15",Alba Adriatica,,,https,React,Sì,"Fastly, Inc.",23,33,75.00,Sì,No
Mercatopoli Alba Adriatica,Mercatino dell'usato,https://albaadriatica.mercatopoli.it/,333 523 3593,"Via Oberdan, 10",Alba Adriatica,,albaadriatica@mercatopoli.it,https,WordPress,Sì,Seeweb s.r.l.,62,86,75.00,Sì,No
"Traslochi CataHouse Marche, Abruzzo.",Traslocatore,http://catahouse.it/,328 180 4285,Via Cavour,Alba Adriatica,,info@mysite.com,https,Wix,No,wix com inc,67,86,92.00,Sì,No
Falegnameria Tribuzio,Negozio,,339 403 6882,"Via Scalelle, 78",Abbateggio,,,,,,,,,,,
DEPOSITO HEIDELBERG MATERIALS Chieti,Magazzino all'ingrosso,,0871 198 0571,"Via Cigno, 4",Chieti,,,,,,,,,,,
Agri Center Aprutino S.r.l. - Magazzini BIO - Villa San Giovanni,Fornitore di semi,,085 820 8411,"Via piano, 4",Villa San Giovanni,,,,,,,,,,,
Comune di Abbateggio,Municipio,,085 857 4223,Corso Umberto I,Abbateggio,,,,,,,,,,,
"Azienda Sanitaria Locale Di Pescara Azienda Sanitaria Locale Di Pescara Circ. San Valentino, Abbateggio, Roccamorice",Servizi medici locali,,085 989 8935,"125, Via G Falcone, Abbateggio, PE 65020",Abbateggio,,,,,,,,,,,
Archia Srl,Organizzatore di mostre,http://www.archia.it/,099 472 5851,"Via del Tratturello Tarantino, 5",Taranto,,,https,WordPress,Sì,Serverplan S.r.l.,74,98,83.00,Sì,No
Magazzino883 FAS,Grande magazzino,http://www.gruppofas.com/,085 444471,"Via Salara, snc",Zona Industriale Val Pescara,,,https,Shopify,Sì,"Weebly, Inc.",37,62,92.00,Sì,No
Caterpillar Atessa,Grande magazzino,,02 9210 6701,"Via Catania, 27",Zona Industriale,,,,,,,,,,,
La Sanitaria,Rivenditore di attrezzature mediche,,0872 865558,"Via Antonio Gramsci, 19",Atessa,,,,,,,,,,,
PRISMA SRL,Arredo bagno,,0872 865440,"Via Monte Marcone, 155/1",Atessa,,,,,,,,,,,
MC Mobility Concessionaria Auto | Kia,Concessionario Kia,http://www.mcmobility.it/,0832 332351,"Viale della Repubblica, 37",Lecce,,,https,React,No,Aruba S.p.A.,56,53,92.00,Sì,No
Fattoria Majella,Caseificio,https://www.fattoriamajella.it/,085 921 8193,contrada col di Gotte snc,Abbateggio,,info@fattoriamajella.it,https,Shopify,No,Aruba S.p.A.,52,78,100.00,Sì,No
D'Alfonso ingrosso carta,Magazzino all'ingrosso,,392 160 2722,"Via Valle, 29/a",Lettomanoppello,,,,,,,,,,,
Menna Camillo Srl - CERAMICHE,Fornitore di materiali da costruzione,http://www.mennacamillosrl.it/,0872 897577,Via San Luca,Atessa,,,https,Joomla,No,Aruba S.p.A.,85,99,83.00,Sì,No
Tigotà,Negozio di prodotti di bellezza e per il benessere,,0872 897499,Via Monte Marcone,Atessa,,,,,,,,,,,
Ufficio Postale di Alanno,Ufficio postale,,085 857 3141,"Via Errico Ruggieri, 39",Alanno,,,,,,,,,,,
Natural Industria Alimentare Abruzzese Srl,Alimentari,http://www.natural.it/,0871 381673,"Via Piane, 105/107",Bucchianico,,,https,Nicepage,Sì,Host SpA,56,73,100.00,Sì,No
SuperCoal Mennucci Anna Francesca,Negozio di alimentari,,0871 382433,"Piazza Roma, 8",Bucchianico,,,,,,,,,,,
Affiliato Tecnocasa Studio Leuca S.A.S.,Agenzia immobiliare,,0832 453666,"via Gobetti, Piazza L. Ariosto, 56",Lecce,,,,,,,,,,,
OnLine Shopping di Flocco Maurizio,Internet point,http://ols-atessa.it/,0872 593017,"Contrada Saletti, 14",Atessa,,,http,Angular,No,Aruba S.p.A. Network,31,45,85.00,Sì,No
Cotellessa,Servizio di logistica,http://www.cotellessa.it/,0872 895307,"Via Napoli, 1/2/3",Atessa,,info@cotellessa.it,https,ItaliaOnline,Sì,Aruba S.p.A. Network,48,62,75.00,Sì,Sì
Menna Camillo S.r.l. - EDILIZIA,Fornitore di materiali da costruzione,http://www.mennacamillosrl.it/,0872 897736,Via San Luca,Atessa,,,https,Joomla,No,Aruba S.p.A.,85,99,83.00,Sì,No
Centro Logistico Solis Green Log,Grande magazzino,http://www.solisgreenlog.com/,0872 895033,Via del Rasolone,Piana La Fara,,logistica@solisgreenlog.com,https,WordPress,Sì,Serverplan S.r.l.,68,85,85.00,Sì,No
Non Solo Frutta di Delio De Renzis,Alimentari,,339 639 0710,"Via Luigi de Amicis, 50",Alfedena,,,,,,,,,,,
Masseria Majella,Bed & Breakfast,http://masseriamajella.it/,377 962 8024,"Contrada S. Martino, 25",Abbateggio,,,,Joomla,Non trovato,Aruba S.p.A.,84,98,91.00,,No
"Azienda Sanitaria Locale 2 Lanciano - Vasto - Chieti Azienda Sanitaria Locale 2 Lanciano - Vasto - Chieti Ospedale S. Camillo De Lellis, Servizio Emergenza Pronto Soccorso",Ospedale,,0872 8641,"Via Antonio Gramsci, 4",Atessa,,,,,,,,,,,
Carabinieri Comando Stazione Alfedena,Arma dei Carabinieri,,0864 87116,"Via Della Pineta, 4",Alfedena,,,,,,,,,,,
Comune di Alfedena,Municipio,,0864 87114,"Via Luigi de Amicis, 5",Alfedena,,,,,,,,,,,
Supermercato Despar di Ferretti Giorgio,Negozio di alimentari,,085 870 9186,"Via Piana, 2",Atri,,,,,,,,,,,
Supermercato Tigre Atri,Negozio di alimentari,,085 878 0027,"Viale della Repubblica, 8",Atri,,,,,,,,,,,
Centro Storico di Ancarano,Punto di riferimento storico,,0861 870913,"Corso Alessandro Spalazzi, 34",Ancarano,,,,,,,,,,,
Ipersigma,Alimentari,,0872 889121,"Via Piazzano, 41",Atessa,,,,,,,,,,,
Happy Shop Atessa,Negozio di abbigliamento,https://happyshoponline.it/,0872 895333,"Piazza Abruzzo, 3",Atessa,,info@happyshoponline.it,https,WordPress,No,Server Plan S.r.l.,50,77,92.00,Sì,No
Würth Store & MODYF Atessa,Ferramenta,https://www.wuerth.it/negozi/promo-offerte/?utm_source=gmb&utm_medium=social&utm_campaign=gmb_pv_atessa,0471 827970,"Via Colle S. Silvestro, 6",Atessa,,servizioclienti@wuerth.it,https,React,No,INTERBUSINESS,55,57,92.00,Sì,No
Avezzano Center,Centro commerciale,,0863 448059,"Via Tiburtina Valeria, 112",Avezzano,,,,,,,,,,,
OMG SRL,Centro commerciale,,0863 38225,"Via XX Settembre, 396",Avezzano,,,,,,,,,,,
MS Serafini,Ferramenta,http://www.msforniture.com/,0872 897029,Contrada Saletti,Atessa,,info@msforniture.com,https,WordPress,No,Aruba S.p.A.,56,86,92.00,Sì,No
Latticini Iezzi Supermercato,Negozio di alimentari,,0872 897972,"Via Monte Marcone, 147",Atessa,,,,,,,,,,,
Prime SRL,Grossista di prodotti agricoli,http://www.primesrlaz.it/,349 382 1949,"Via delle Ginestre, 5",Avezzano,,amministrazione@primesrlaz.it,https,Laravel,Sì,Aruba S.p.A.,66,97,100.00,Sì,No
Cinecitta' Srl,Grande magazzino,,0863 413342,"Via XX Settembre, 330",Avezzano,,,,,,,,,,,
Icometal srl,Fornitore di attrezzature per l'edilizia,http://www.icometal.it/,0861 870969,"S.P. Bonifica Del Tronto, Km 14.050 14,050, snc",Ancarano,,info@icometal.it,https,WordPress,Sì,ip telecom srl,59,70,92.00,Sì,No
CONAD CITY,Alimentari,,085 87793,"Via S. Pietro, SNC",Atri,,,,,,,,,,,
AMICA Immobiliare Avezzano,Agenzia immobiliare,http://www.amica-immobiliare.it/,333 669 1767,"Via Giovanni Pagani, 54",Avezzano,,,https,Joomla,No,Host SpA,71,95,92.00,Sì,No
CASA Avezzano,Negozio di articoli da regalo,,0863 416555,"Via Sant'Andrea, 25",Avezzano,,,,,,,,,,,
CENTRO COMMERCIALE I MARSI,Centro commerciale,https://www.imarsiweb.it/,0863 418651,"Km 112.215, Strada Statale, Via Tiburtina Valeria",Avezzano,,,https,WordPress,No,"DigitalOcean, LLC",61,49,92.00,Sì,No
AZ 2000 supermarket,Negozio di alimentari,,0863 34280,"Via XX Settembre, 265",Avezzano,,,,,,,,,,,
Ottimo Market,Negozio di alimentari,,0863 959209,Via Nazionale,Balsorano,,,,,,,,,,,
Panificio F.lli De Paulis,Fornaio,,0863 95473,"Contrada Pagliara, snc",Balsorano,,,,,,,,,,,
Lama Di Cianfarani Laura,Ferramenta,,0863 950488,"3, Via S.lucia, Balsorano, AQ 67052",Balsorano,,,,,,,,,,,
Emporio Il Fiore D'Argento Di Centi Gabriella,Negozio di generi vari,,0862 976385,"Strada Provinciale per Cascina, 30 dir, SNC",Barete,,,,,,,,,,,
RemaTarlazzi S.p.A.,Negozio di forniture elettriche,https://www.rematarlazzi.it/index.php/punti-vendita-regionali/avezzano/,0863 455041,"Via Nuova, 7/a",Avezzano,,,https,Shopify,Sì,Telecom Italia S.p.A,57,87,92.00,Sì,No
In Piazza,Bar caffè,,340 144 2394,"Piazza Trieste, 4/5",Barisciano,,,,,,,,,,,
Market Lo Chalet,Minimarket,,0862 89200,"Via Campitelle, 1",Barisciano,,,,,,,,,,,
Al Solito Posto,Bar,,340 168 9048,"Via Vetulasio, 30",Barisciano,,,,,,,,,,,
OBI Avezzano,Negozio di bricolage,https://www.obi-italia.it/negozio/avezzano?wt__mc=gp.it066_Avezzano%E2%80%A6,0863 449411,"Km. 112, Via Tiburtina Valeria, 215",Avezzano,,service@obi-italia.it,https,Nuxt.js,No,"Amazon.com, Inc.",62,92,92.00,Sì,No
Risparmio Casa,Grande magazzino,https://www.risparmiocasa.com/store/avezzano/,0863 194 1250,"Via Nuova, 50",Avezzano,,info@risparmiocasa.com,https,WordPress,No,Google LLC,56,82,85.00,Sì,No
Carabinieri Comando Stazione Barisciano,Arma dei Carabinieri,,0862 890002,Strada Provinciale Barisciano Castel del Monte,Barisciano,,,,,,,,,,,
MetroQuadro2 - Avezzano,Fornitore di materiali da costruzione,https://www.metroquadro2.it/,0863 186 0809,"Via Ferrante Aporti, 7",Avezzano,,info@metroquadro2.it,https,WordPress,No,Aruba S.p.A.,54,82,92.00,Sì,No
Fratelli Simonetti (showroom),Negozio di mobili,http://www.fratellisimonetti.com/,0861 870955,Via della Bonifica,Ancarano,,,https,Shopify,Sì,Aruba S.p.A.,55,56,85.00,Sì,No
Campana Germano,Negozio di materiali da costruzione,,0864 88108,"Via Sarentina, 44",Barrea,,,,,,,,,,,
GIUDÌ CASA & MODA,Grande magazzino,,327 288 3038,"Via Tiburtina Valeria, km 111/700",Cappelle,,,,,,,,,,,
Aci Delegazione Di Basciano,Agenzia pratiche auto e barche,,0861 651049,"Via Nazionale, 66",Basciano,,,,,,,,,,,
Centro Revisione Serrano,Meccanico e assistenza automobili,,0861 650425,"Via Nazionale, 41",Basciano,,,,,,,,,,,
Italsav Srl,Azienda di import-export,http://www.italsav.it/,0863 497131,Via Newton Snc,Avezzano,,info@italsav.it,https,WordPress,Sì,OVH SAS,66,80,92.00,Sì,No
Celli Geom. Eugenio Di Barnabei Giovanna E C.Sas Inerti E Calcestruzzi,Fornitore di materiali da costruzione,,0861 650372,"1 Contrada Zampitto, Basciano, Te 64030",Salara Uno,,,,,,,,,,,
Comune Di Bisegna,Municipio,,0863 85283,Via Vittorio Emanuele,Bisegna,,,,,,,,,,,
Barisciano Snc Di Barisciano Giuseppe E Antonio,Fornitore di trattori e macchine agricole,http://www.bariscianosnc.it/,0872 850108,"7 Via Madonna A Mare, Atessa, CH 66041",Atessa,,,http,ASP.NET,No,Aruba S.p.A. Network,78,97,0.00,Sì,No
Gel Chimica S.A.S.,Magazzino all'ingrosso,,0864 726993,"Via Per Prezza, Raiano, AQ 67027",Raiano,,,,,,,,,,,
2 Addis S.r.l.,Magazzino all'ingrosso,,085 987 9258,via per vittotio via capo pescara sn,Popoli,,,,,,,,,,,
D'Amico Gianni,Ferramenta,,0864 88271,Via Giuseppe Verdi,Barrea,,,,,,,,,,,
Essenza di Casa,Negozio di mobili,https://www.essenzadicasaarredamenti.it/,0861 650386,"Via Nazionale, 191",Basciano,,,https,React,No,Google LLC,66,96,83.00,Sì,No
Di Carlo Mario Srl,Cava di ghiaia,http://www.dicarlomariosrl.it/,0862 954200,SS602,Capestrano,,,https,React,No,Google LLC,76,95,92.00,Sì,No
Stimacasa - S.C. Immobiliare srl -,Agenzia immobiliare,http://www.stimacasa.it/,0863 416905,"Via Don Giovanni Minzoni, 34",Avezzano,,segreteria@stimacasa.it,https,React,Sì,Aruba S.p.A,22,54,92.00,Sì,No
SOC. AGR. VALLI DI MARCA S.r.l.,Magazzino all'ingrosso,http://www.zeroscarti.it/,0734 260022,Str. 37,Trasacco,,info@zeroscarti.it,http,WordPress,No,Aruba S.p.A. Network,61,81,92.00,Sì,No
market bellante,Negozio di alimentari,,0861 264169,"Via Nazionale, 76",Bellante Stazione,,,,,,,,,,,
Eurospin,Alimentari,,045 786 2000,SS80,Bellante,,,,,,,,,,,
Comune di Bellante,Municipio,,0861 617 0307,"Piazza Mazzini, 1",Bellante,,,,,,,,,,,
Comando Polizia Municipale Bellante,Ufficio governativo statale,,0861 617 0321,"Piazza Mazzini, 1",Bellante,,,,,,,,,,,
Basciano bike,Servizio di noleggio biciclette,http://www.bascianobike.it/,388 372 2668,"Piazza del Monumento, 1",Basciano,,,https,React,Sì,Keliweb S.R.L,55,65,77.00,Sì,No
Iperedil s.r.l F.lli Alleva,Fornitore di materiali da costruzione,https://iperedil.com/,0862 95300,"Strada Statale 153, Km 15+300",Capestrano,,iperedil@iperedil.com,https,Shopify,Sì,Microsoft Corporation,50,56,83.00,Sì,No
Rubini Lucia,Alimentari,,0861 995280,"Via Roma, 38",Bisenti,,,,,,,,,,,
CRAI supermercato,Negozio di alimentari,,0861 995804,"SS365, 61",Bisenti,,,,,,,,,,,
Fercasa Di Palusci Donato,Ferramenta,,0861 997160,"Via Principe di Piemonte, 9",Bisenti,,,,,,,,,,,
Patrizia Fazzini Ceramiche,Centro d'arte,,+39 3029406,"Piazza Dante Alighieri, n.5/7",Bisenti,,,,,,,,,,,
Plastica Vomano Srl,Fornitore di materiali da costruzione,http://www.plasticavomano.com/,0861 650303,Contrada Salara,Basciano,,info@plasticavomano.com,https,Joomla,Sì,Aruba S.p.A.,47,16,100.00,Sì,No
La Cooperativa Verde Abruzzo,Ufficio aziendale,,0861 995177,"Via Roma, 154",Bisenti,,,,,,,,,,,
Centini Chocolate sas,Cioccolateria,,0861 995962,"Via Fiume, 1",Bisenti,,,,,,,,,,,
Emporio A. & U. Di Di Fonte Anna & C. S.A.S.,Fornitore di materiali da costruzione,,0864 46187,"Via Campo Sportivo, Bugnara, AQ 67030",Bugnara,,,,,,,,,,,
Fa.Lu Tabaccheria,Tabaccheria,,0861 995987,"Via Roma, 2",Bisenti,,,,,,,,,,,
Ferretti Pietro,Negozio di alimentari,,0864 46521,"Corso Vittorio Emanuele III, 148-150",Bugnara,,,,,,,,,,,
Municipio Di Bugnara,Ufficio statale,,0864 46114,"Piazza Vittorio Clemente, 1",Bugnara,,,,,,,,,,,
Io Bimbo - Bellante,Negozio di articoli per bambini,,0861 230088,"Via Nazionale, 8",Bellante,,,,,,,,,,,
Bisenti Apartments,Appartamento per vacanza in affitto,https://bisentiapartments.it/,371 613 9436,"Via Roma, 96",Bisenti,,bisentiapartments@gmail.com,https,Squarespace,No,"Squarespace, Inc.",54,68,92.00,Sì,No
Comune di Bussi sul Tirino,Municipio,,085 980410,"Via Regina Margherita, 19",Bussi Sul Tirino,,,,,,,,,,,
D Egidio Marinella,Fiorista,,085 980 9543,"Via Regina Margherita, 129",Bussi Sul Tirino,,,,,,,,,,,
Sinergia FD Srl,Magazzino all'ingrosso,https://www.sinergiafd.com/,085 800 7795,"Via del Consorzio, 4",Bellante Stazione,,info@sinergiafd.com,https,ASP.NET,Sì,Servereasy Srl,67,91,83.00,Sì,No
Nepa Florindo Packing S.R.L.,Azienda di confezionamento,http://www.nepa.it/,0861 61271,Via del Consorzio,Bellante Stazione,,commerciale@nepa.it,https,WordPress,Sì,Aruba S.p.A.,64,85,0.00,Sì,No
Società Chimica Bussi SPA.,Impianto chimico,https://www.chimicabussi.it/,085 98001,"Piazzale Elettrochimica, 1",Bussi Sul Tirino,,,https,WordPress,Sì,IONOS SE,57,78,85.00,Sì,No
Bar Arduino Di Salvatore Annalisa & Antonella Snc,Bar,,0862 978008,"Via Sallustio, 6",Cagnano Amiterno,,,,,,,,,,,
Di Donato Sauro E Nevio S.N.C.,Ferramenta,,339 729 4168,"Via Filippo Turati, 11",Cagnano Amiterno,,,,,,,,,,,
Claudio Rossi Supermercato,Negozio,,085 980106,"Via della Repubblica, SS153, 90",Bussi sul Tirino,,,,,,,,,,,
Commerciale Borrello,Negozio di alimentari all’ingrosso,,0921 674094,Contrada,Borrello Alto,,,,,,,,,,,
Supermercato Borello,Negozio di alimentari,,011 473 1767,"Via Domenico Capellina, 2",Torino,,,,,,,,,,,
EMPORIO MELONI,Ferramenta,,379 186 5206,"Viale Europa, 75",Campli,,,,,,,,,,,
Municipio di Borrello,Municipio,,0872 945124,"Piazza Guglielmo Marconi, 13",Borrello,,,,,,,,,,,
Mondo Verde di Paolizi Pancrazio,Ferramenta,,0861 56340,"Via S.da Vecchia, 51",Bivio Campli,,,,,,,,,,,
Supermercato Coal,Negozio di alimentari,,0861 569723,"Via Piceno Aprutina, 12",Campli,,,,,,,,,,,
Paolizzi s.r.l. (Campli),Negozio di prodotti agricoli,,0861 56344,"V.le Piane Nocella, 72",Campli,,,,,,,,,,,
Di Carlo outlet,Negozio di abbigliamento donna,,335 660 5330,"C.so Umberto I, 45",Campli,,,,,,,,,,,
Carabinieri Comando Stazione Campli,Arma dei Carabinieri,,0861 56122,Piazza della Misericordia,Campli,,,,,,,,,,,
Carabinieri Comando Stazione Calascio,Arma dei Carabinieri,,0862 930129,"Piazzale Carabinieri, 1",Calascio,,,,,,,,,,,
Gowan Bussi - Isagro SpA - Stabilimento produttivo,Grossista di prodotti chimici industriali,http://www.isagro.com/,085 987 7205,"Piazzale Elettrochimica, 2",Bussi sul Tirino,,,https,Angular,Sì,Aruba S.p.A.,61,83,85.00,Sì,No
B&B Tirino,Bed & Breakfast,https://www.bebtirino.it/,339 328 3643,"Via della Repubblica, 126",Bussi sul Tirino,,info@bebtirino.it,https,React,No,Aruba S.p.A.,56,74,92.00,Sì,No
Il Segno di Giove,Negozio di magliette personalizzate,,0864 238049,"Via S. Matteo, 94",Campo di Giove,,,,,,,,,,,
Associazione Pro Loco Campo Di Giove,Associazione,,0864 408193,"1 Piazza Alberto Duval, Campo Di Giove, AQ 67030",Campo di Giove,,,,,,,,,,,
Italsacci Spa Cagnano Amiterno,Fornitore di materiali da costruzione,,0862 978116,"Via Roma, 8",San Giovanni,,,,,,,,,,,
Hotel Ristorante Pizzeria Il Giardino,Hotel,https://hotel-ristorante-pizzeria-il-giardino.bellaitaliatrips.top/,349 814 2720,"Via Sallustio, 12",Cagnano Amiterno,,,https,React,No,Contabo GmbH,62,85,85.00,Sì,No
Municipio,Municipio,,0864 40116,"Via Regina Margherita, 1",Campo di Giove,,,,,,,,,,,
Poste Italiane,Ufficio postale,,0863 97197,Piazza Risorgimento,Canistro Superiore,,,,,,,,,,,
Cementificio Gruppo Sacci Spa di Cagnano Amiterno (AQ),Fornitore di cemento,,340 524 6593,Via Roma,San Giovanni,,,,,,,,,,,
Alati Santa,Medico di famiglia,,0863 977284,"2 Via III Ottobre, Canistro, AQ 67050",Canistro Inferiore,,,,,,,,,,,
Todis - Supermercato (Canosa Sannita - Via Verso Tollo),Alimentari,,0871 93463,"Via Verso Tollo, 100",Canosa Sannita,,,,,,,,,,,
Locanda Camilla,Hotel,http://www.locandacamilla.it/,0864 408447,Piazza G. Del Mastro,Campo di Giove,,info@locandacamilla.it,http,ASP.NET,No,Aruba S.p.A. Network,100,100,91.00,Sì,No
MetroQuadro Arredamenti,Negozio di mobili,https://www.metroquadroarredamenti.com/,340 464 9742,"Via Roma, 59",Cagnano Amiterno,,,https,Shopify,No,Aruba S.p.A.,51,81,100.00,Sì,No
Info Point Coop Calascio,Attrazione turistica,http://www.vivicalascio.com/,351 551 2131,"Strada Provinciale 7, 63",Calascio,,coopcalascio@gmail.com,https,WordPress,No,Aruba S.p.A.,35,53,92.00,Sì,No
Supermercato Tigre Amico,Alimentari,https://www.oasitigre.it/it/il-mio-negozio.4508.html?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=4508&utm_source=google&utm_medium=GMBSitelink&utm_campaign=GMBSitelink_Campli_A61,0861 553694,"Via Mirabilii, 14",Campli,,,https,React,Sì,"Fastly, Inc.",45,48,75.00,Sì,No
Bar Trattoria Le Taverne,Bar,,338 800 9028,"Via Giuseppe Garibaldi, 4",Brittoli,,,,,,,,,,,
Di Sario S.r.l.,Benzinaio,,0871 937055,"Via Verso Tollo, 79",Canosa Sannita,,,,,,,,,,,
Lina Boutique - Abbigliamento Donna,Negozio di abbigliamento donna,,349 807 6346,"Corso Italia, 53",Lecce Nei Marsi,,,,,,,,,,,
Ufficio Postale di Cansano,Ufficio postale,,0864 40118,"Via Civitella, 1",Cansano,,,,,,,,,,,
ProLoco Canistro Aps,Organizzazione non profit,http://www.prolococanistro.it/,340 515 0974,"Piazza Municipio, 1",Canistro,,canistro.proloco@gmail.com,https,WordPress,Sì,Netsons s.r.l.,64,75,100.00,Sì,No
