Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Tabaccheria ed emporio Caranfa,Tabaccheria,,0881 592179,"Corso Vittorio Emanuele, 46",Alberona,,,,,,,,,,,
Pienneffe Boutique,Negozio di abbigliamento,,348 091 4116,"Viale Aldo Moro, 31",Apricena,,,,,,,,,,,
Miriade Di Bevere Grazia Pia E Bevere Stefania Rosaria Snc.,Negozio di articoli da regalo,,0882 643440,"Via Puglia, 32",Apricena,,,,,,,,,,,
TEOREMA,Cartoleria,,349 254 1944,"Via Martiri di Via Fani, 68",Foggia,,,,,,,,,,,
Punto Carta di Grieci Antonella,Cartoleria,http://www.cartoleriapuntocarta.it/,0825 438286,"Via Roma, 204",Mirabella Eclano,,assistenza@webador.it,http,Tumblr,No,Google LLC,69,97,85.00,Sì,No
Farmacia Margiotta Snc,Farmacia,,0881 982024,"48 Strada St. 91 Bis, Anzano Di Puglia, FG 71020",Anzano di Puglia,,,,,,,,,,,
Rondinella Filomena,Cartoleria,,0885 653384,"Corso Principe di Piemonte, 30",Candela,,,,,,,,,,,
Cartolibreria Spazio Libero 2.0,Cartoleria,,080 334 5240,Via Generale Eugenio Poli,Molfetta,,,,,,,,,,,
La Giocartoleria di Grieco Maria,Cartoleria,,340 412 4138,"Viale Roma, 40",Terlizzi,,,,,,,,,,,
Macelleria D’Angelico,Macelleria,,0881 972128,"Via Salita Borgo, 11",Castelluccio Valmaggiore,,,,,,,,,,,
Glc Cartolibreria Di Laquintana Gioviana Laura & C. Sas,Cartoleria,,0881 977332,"Corso G. Matteotti, 143",Troia,,,,,,,,,,,
PANIFICIO CARUSO GIOVANNI S.N.C.,Fornaio,,347 879 6294,"Via Santa Maria, 133",Castelluccio Valmaggiore,,,,,,,,,,,
La Cartesiana Di Rondoni Barbara,Cartoleria,,0575 451422,"Via II Giugno, 41",Castelluccio,,,,,,,,,,,
Aba Computer Di Angelini Domenica,Negozio di computer,,0881 554914,"V.le Regina Margherita, 8",Celenza Valfortore,,,,,,,,,,,
Bar Centrale Di Clemente Stefania Giusi,Bar,,0881 554000,"Piazza Alessandro Malice, 13",Celenza Valfortore,,,,,,,,,,,
Fomas Srl,Ferramenta,,0881 554182,"Via Giardino, 2A",Celenza Valfortore,,,,,,,,,,,
"Alimentari ""Il Borgo""",Alimentari,,0881 554111,"Via dell Indipendenza, 7",Celenza Valfortore,,,,,,,,,,,
Venditto Maria Antonietta,Tabaccheria,,0881 554390,"Via Cairoli, 55",Celenza Valfortore,,,,,,,,,,,
Bar da Mary (bar - pizzeria - gelateria),Bar,,371 468 5359,Piazza Umberto I,Celenza Valfortore,,,,,,,,,,,
"Post-it Cartolibreria, Articoli Da Regalo",Negozio di articoli da regalo,,338 805 7312,"Via Roma, 13",Pietracatella,,,,,,,,,,,
Cartolibreria De Mare,Cartoleria,,0881 546995,"Piazza Antonio Salandra, 23",Lucera,,,,,,,,,,,
Pennacchia Gaetano cartolibreria merceria regali,Cartoleria,,0882 440278,"Corso Leone Mucci, 164",San Severo,,,,,,,,,,,
Brio Cartolibreria,Cartoleria,,0881 636534,"Corso Roma, 182/184",Foggia,,,,,,,,,,,
Carta e Stile,Cartoleria,,349 346 8048,"Corso Leone Mucci, 110",San Severo,,,,,,,,,,,
Cartofantasy,Cartoleria,,0882 689097,"Viale Aldo Moro, 105",Chieuti,,,,,,,,,,,
Wit Point,Cartoleria,,0881 665712,"Via dell'Arcangelo Michele, 108/110",Foggia,,,,,,,,,,,
Non solo Cartoleria Di Allegrini G.,Negozio di articoli da regalo,,379 186 4036,"Str. S. Girolamo, 31 n",Bari,,,,,,,,,,,
Cartolibreria De Mare di Roberto De Mare,Cartoleria,,0881 520991,"Via Generale Ettore Cavalli, 20",Lucera,,,,,,,,,,,
Cartoleria Di Carlo,Cartoleria,,0827 34112,Via Pittoli Liceo,Calitri,,,,,,,,,,,
Cartolibreria Il Quadrifoglio Di Di Battista Maria,Cartoleria,http://www.cartolibreriailquadrifoglio.it/,0882 381270,"Via della Costituente, 115",Torremaggiore,,,http,WordPress,No,Serverplan s.r.l.,56,70,100.00,Sì,No
Istituto Comprensivo Statale Celenza D.D.,Scuola pubblica,,0881 554939,"Via San Francesco, 2",Celenza Valfortore,,,,,,,,,,,
Bar tabacchi Girardi Romina,Bar tabaccheria,,392 589 0355,Viale kennedy,Faeto,,,,,,,,,,,
Block-Notes,Cartoleria,,0885 325726,"Corso Giuseppe Garibaldi, 52",Cerignola,,,,,,,,,,,
Cartolibreria L'Abbecedario di Pagliarulo Giuseppe,Cartoleria,http://www.cartolibreriabbecedario.com/,080 478 0088,"Via Carmine, 197/199",Noicattaro,,pagliarulogiuseppe@tiscali.it,http,Joomla,Sì,Keliweb S.R.L,54,50,92.00,Sì,No
Scarabocchio,Creatore di opere con palloncini,,349 077 2794,"Via Corsica, 19",Cerignola,,,,,,,,,,,
Meloni Silvia,Cartoleria,,070 992 7021,"Via Nazionale, 83",San Vito,,,,,,,,,,,
Tipografia Padre Pio,Tipografia digitale,,0882 644352,"Corso Generale Torelli, 11",Apricena,,,,,,,,,,,
Malatesta Arti Grafiche,Stamperia,http://www.grafichemalatesta.com/,0882 646565,"Via Leonardo da Vinci, 10",Apricena,,grafichemalatesta@virgilio.it,http,WordPress,No,Aruba S.p.A.,41,42,85.00,Sì,No
Si Business,Cartoleria,http://www.sibusiness.com/,0825 891925,"Via Martiri, 99/A",Ariano Irpino,,,http,WordPress,No,OVH ISP,97,100,92.00,Sì,Sì
cartolibreria GAMMINO CHIARA,Cartoleria,,0885 415962,"Via Anagni, 24",Cerignola,,,,,,,,,,,
Libreria Nova Omnia,Libreria,,0885 424438,"Via Santa Chiara D'Assisi, 4",Cerignola,,,,,,,,,,,
La Pergamena Di Di Bisceglia Lorenzo,Cartoleria,,0885 424255,"Via Napoli, 3",Cerignola,,,,,,,,,,,
Quaderno a Quadretti,Cartoleria,,0885 782376,"Corso Giacomo Matteotti, 18",Orta Nova,,,,,,,,,,,
CartoPosta,Cartoleria,,0885 091470,"Viale XXIV Maggio, 114",Cerignola,,,,,,,,,,,
CartoSystem di Maffucci Ilaria,Cartoleria,,0885 425947,"Via Fratelli Rosselli, 31",Cerignola,,,,,,,,,,,
Punto Scuola,Cartoleria,,0885 324199,"Viale di Levante, 66",Cerignola,,,,,,,,,,,
New Office Di Capano Eva Filomena,Negozio di forniture per ufficio,,0881 969144,"Via Borgo, Via Gavitelle, 30",Deliceto,,,,,,,,,,,
Brandusio Maria,Cartoleria,,0885 424864,"Via S. Nicola, 54",Cerignola,,,,,,,,,,,
Pepe Sabrina,Cartoleria,,0885 414479,"Piazza Pasquale Bona, 10",Cerignola,,,,,,,,,,,
Cartolibreria Cartopiu 1 Di Dileo Angelo,Cartoleria,,0885 417705,Via Felice Cavallotti,Cerignola,,,,,,,,,,,
Sogni Di Carta di Damiano Damato,Cartoleria,,0885 852720,"Viale Paolo Borsellino, 13",Cerignola,,,,,,,,,,,
Tabacchi Suriano,Tabaccheria,,0881 372539,"Corso Margherita, 4",Deliceto,,,,,,,,,,,
Centro Cancelleria Di Carlucci Ripalta,Cartoleria,,0885 427236,"Viale di Levante, 54",Cerignola,,,,,,,,,,,
S.M.R.A. Frutteria Del 2000 Di Spano Massimo,Minimarket,,0881 969118,"Via Varco, 2",Deliceto,,,,,,,,,,,
Il Nuovo Normanno,Pub,,338 235 9030,"Corso Margherita, 79",Deliceto,,,,,,,,,,,
LA PERGAMENA,Negozio di articoli da regalo,,393 339 6786,"Via Carlo Ciampitti, 43",Foggia,,,,,,,,,,,
Libreria Stella - Libri Scolastici Nuovi e Usati,Libreria,,0881 235768,"Via Molfetta, 44/46",Foggia,,,,,,,,,,,
R&D,Cartoleria,http://www.rdcartoleriaonline.it/,0881 707675,"Via Isonzo, 39/39A",Foggia,,info@rdfoggia.com,http,PrestaShop,No,Serverplan s.r.l.,55,43,92.00,Sì,No
101CAFFE' Apricena,Negozio di alimentari,http://shop.101caffe.it/,353 324 8413,"Corso Generale Torelli, 114",Apricena,,101caffe@101caffe.it,http,React,No,Passepartout s.a.,27,55,92.00,Sì,No
World Office 2,Cartoleria,,0881 178 3305,"Viale J. F. Kennedy, 98",Foggia,,,,,,,,,,,
Tuppi Francesco,Libreria,,0884 538379,"Via dei Mandorli, 3",Manfredonia,,,,,,,,,,,
Magic Point Store,Cartoleria,,349 820 2451,"via Giacomo Matteotti, 30",Ischitella,,,,,,,,,,,
Cartolibreria Il Papiro,Libreria,,0884 534502,"Corso Manfredi, 126",Manfredonia,,,,,,,,,,,
Cartolibreria Francesco Tuppi,Cartoleria,,0884 581139,Via Santa Chiara,Manfredonia,,,,,,,,,,,
Libreria S. Michele,Libreria,,0884 583545,"Via S. Giovanni Bosco, 45",Manfredonia,,,,,,,,,,,
Gagliardi Libera Libera,Cartoleria,,0884 662277,"Via Barletta, 1",Manfredonia,,,,,,,,,,,
Talamo,Cartoleria,,0884 582154,"Via Raffaele Regnatela, 33",Manfredonia,,,,,,,,,,,
Cartolibreria Pitagora,Negozio,,0881 203712,"Via Bari, 26",Foggia,,,,,,,,,,,
Cento Fiori Srl,Libreria,,0884 533678,"Corso Roma, 140",Manfredonia,,,,,,,,,,,
Artistica Renzulli,Negozio di articoli religiosi,,0884 562578,"Via Giuseppe Garibaldi, 22",Monte Sant'Angelo,,,,,,,,,,,
Edicola Cartoleria da Gina,Edicola,,0882 991841,"Via Poggio Imperiale, 16",Lesina,,,,,,,,,,,
Tabacchi Totaro Antonio,Tabaccheria,,0884 561325,"Via Giovanni Tancredi, 34",Monte Sant'Angelo,,,,,,,,,,,
Lo Scarabocchio Di Pellegrino Matteo,Edicola,,0884 562299,"Corso Vittorio Emanuele, 203",Monte Sant'Angelo,,,,,,,,,,,
Ausonia Tabacchi,Tabaccheria,,0884 561436,"Corso Vittorio Emanuele, 207",Monte Sant'Angelo,,,,,,,,,,,
Cartolibreria Sacco Giovanni,Cartoleria,,0882 228295,"Via Soccorso, 204",San Severo,,,,,,,,,,,
Cartoleria Giocattoleria Mulino a Colori,Cartoleria,https://www.colibrimanager.it/miniweb/test.php?token=311ftv918huz&iscrizione=,373 772 3382,"Via della Visione, 8",Mattinata,,,https,ASP.NET,No,Aruba S.p.A. Network,64,84,82.00,Sì,No
Cartolibreria Happy School,Cartoleria,http://happyschool2002.weebly.com/,0884 596140,"Via Coppanavigata, 10",Manfredonia,,,http,Backbone.js,No,"Weebly, Inc.",40,52,75.00,Sì,No
Libreria Cartoleria Il Compasso,Libreria,,0881 633513,"Via Paolo Telesforo, 116",Foggia,,,,,,,,,,,
Cartolibreria Tecno Center Lesina,Negozio,https://www.cartolibreriatecnocenter.it/,0882 991013,"Via Cesare Battisti, 33",Lesina,,,https,Hugo,No,Serverplan S.r.l.,65,78,92.00,Sì,No
Cartolibreria Crusciano,Cartoleria,,0882 472673,"Via Guglielmo Marconi, 5",San Nicandro Garganico,,,,,,,,,,,
Bernini,Cartoleria,,0884 515707,"Via delle Antiche Mura, 125/127",Manfredonia,,,,,,,,,,,
Cartolibreria BIRO di Germano Gabriella,Cartoleria,,366 592 0741,"Via John Fitzgerald Kennedy, 12",San Giovanni Rotondo,,,,,,,,,,,
Gravina Lucia Pia,Cartoleria,,0882 451966,"Corso Roma, 104",San Giovanni Rotondo,,,,,,,,,,,
LA MAT...ITA DI MATTEO GRAVINA,Cartoleria,,346 323 0235,"Corso Vittorio Veneto, 13",Poggio Imperiale,,,,,,,,,,,
La Stilografica,Cartoleria,,0882 370042,"Piazza Municipio, 13",San Severo,,,,,,,,,,,
Capatosta Tremiti Island,Ristorante,,340 638 0421,via prefetto cesare mori,Isole Tremiti,,,,,,,,,,,
Catapano,Libreria,,0881 318127,"Viale Dante Alighieri, 1",Lucera,,,,,,,,,,,
Cartogames,Cartoleria,,329 546 1341,Via Biagio di Giovine,Lucera,,,,,,,,,,,
Compasso C Src Sabatino Michele,Negozio di articoli da regalo,,0881 546884,"Piazza Giuseppe di Vagno, 6",Lucera,,,,,,,,,,,
Libreria Patierno,Libreria,http://www.libreriapatierno.com/,0881 722064,"Via Dante Alighieri, 21",Foggia,,segreteria@libreriapatierno.com,http,Basekit,No,Aruba S.p.A.,41,54,100.00,Sì,No
Cartomania Di Antonio Mascolo,Cartoleria,https://www.cartomaniamascolo.it/,389 102 3572,"Via Adriatico, 47",San Nicandro Garganico,,cartomania.mascolo@tiscali.it,https,React,No,Aruba S.p.A.,99,94,100.00,Sì,No
Omnia Music,Negozio di musica,,0881 546957,"Via Indipendenza, 18",Lucera,,,,,,,,,,,
Scepi,Stamperia,,0881 520877,"Via Umberto Bozzini, 5",Lucera,,,,,,,,,,,
Motta Market Snc,Alimentari,,0881 551401,"Via S. Pellico, 13",Motta Montecorvino,,,,,,,,,,,
Ferramenta E Materiali Edili Carmelo Volpe,Ferramenta,,0881 983246,"Via Mancini, 119",Monteleone di Puglia,,,,,,,,,,,
Ristorante La Livornese Di Giuseppe Calabrese,Ristorante,,0882 219115,"Strada Del Porto, 3",Isole Tremiti,,,,,,,,,,,
Giunti al Punto Librerie,Libreria,https://www.giunti.it/?utm_source=google&utm_medium=GMBSitelink&utm_campaign=GMBSitelink__70410,0884 511925,"Loc. Macchia Centro Commerciale Gargano, Contrada Pace",Monte Sant'Angelo,,,https,Angular,Sì,"Cloudflare, Inc.",20,45,92.00,Sì,No
Tabaccheria E Cartoleria Di Di Carlo Caterina,Tabaccheria,,0881 551300,"Piazza della Libertà, 13",Motta Montecorvino,,,,,,,,,,,
Cartolibreria Edicola Mainiero,Negozio di articoli da regalo,,0825 827910,"Piazza Mazzini, 1",Ariano Irpino,,,,,,,,,,,
Centro Commerciale Gargano,Centro commerciale,https://www.centrogargano.it/,0884 536906,"Contrada Pace, Loc",Monte Sant'Angelo,,,https,React,Sì,OVH SAS,61,89,85.00,Sì,No
Mele Luigi,Cartoleria,,080 467 1565,"Corso Aldo Moro, 44",Valenzano,,,,,,,,,,,
Nardella Grazia,Cartoleria,,0882 600486,"Corso Leone Mucci, 7",San Severo,,,,,,,,,,,
Cartopoint Di Di Carlo Maria Antonietta,Negozio di articoli da regalo,,0882 552475,"Via Padre Pio da Pietralcina, 19",Poggio Imperiale,,,,,,,,,,,
Copia e incolla - Cartoleria del Borgo,Cartoleria,,080 521 3265,"Via Benedetto Petrone, 12",Bari,,,,,,,,,,,
The Magic Land,Negozio di dolciumi,,324 831 7524,"Viale Ferrovia, 4/A",Orta Nova,,,,,,,,,,,
Tabaccheria Izzi,Tabaccheria,,0885 781248,"Via Cesare Pavese, 1B",Orta Nova,,,,,,,,,,,
Cartolibreria Carta&Penna di Bottalico Anna,Cartoleria,,329 489 0896,"Via Salvatore Matarrese, 11/4",Bari,,,,,,,,,,,
La Libreria Cartolibreria,Libreria,,080 468 1364,"Via Giovanni Casalino, 171",Triggiano,,,,,,,,,,,
Mazzeo Giocattoli,Negozio di giocattoli,http://www.mazzeogiocattoli.it/,0884 584872,"Contrada Pace - Località Macchia, c/o centro commerciale gargano",Monte Sant'Angelo,,,http,Angular,Sì,"Cloudflare, Inc.",25,48,92.00,Sì,No
Luciano Vincenzo,Cartoleria,,0882 491131,"Corso Umberto I, 37",San Nicandro Garganico,,,,,,,,,,,
Comune di Monteleone di Puglia,Municipio,,0881 983059,"Piazza Municipio, 1",Monteleone di Puglia,,,,,,,,,,,
Cotoia Lucia,Cartoleria,,0881 965499,"Via Fontana Vecchia, 21",Panni,,,,,,,,,,,
Edicola BOLLICINE,Edicola,,0882 203694,"Viale Vittorio Veneto, 65",San Nicandro Garganico,,,,,,,,,,,
La penna magica,Cartoleria,,080 468 2248,"Via Virgilio, 90",Triggiano,,,,,,,,,,,
Cartoleria Ex Novo,Cartoleria,,080 237 5896,"Via A. Scarlatti, 111",Ruvo di Puglia,,,,,,,,,,,
Cartoleria La Piramide Di Minafra Vincenzo,Cartoleria,,080 362 8327,"Via Valle Noè, 41",Ruvo di Puglia,,,,,,,,,,,
L'Acquerello Cartoleria,Cartoleria,,0882 491083,"Prima Via Boschetto, 29",San Nicandro Garganico,,,,,,,,,,,
L'Agorà | Ruvo di Puglia,Libreria,,080 362 0943,"Corso Camillo Benso Conte di Cavour, 46",Ruvo di Puglia,,,,,,,,,,,
GioCart Di Arruzzo Maria Rosa,Cartoleria,,080 362 9178,"Corso Cotugno Domenico, 40",Ruvo di Puglia,,,,,,,,,,,
CARTOLERIA FUTURA RUVO DI PUGLIA (BA),Cartoleria,,388 793 5804,"Via A. Scarlatti, 95/97",Ruvo di Puglia,,,,,,,,,,,
"KAIROS ""Il senso sacro delle cose""",Negozio di articoli religiosi,,080 209 3729,"Corso Carafa E., 69",Ruvo di Puglia,,,,,,,,,,,
D'Antino Maria Pia,Cartoleria,,0882 553170,"Via Vittorio Veneto, 1",San Paolo di Civitate,,,,,,,,,,,
Cartoparty,Cartoleria,,0761 509113,"Corso Umberto I, 29",Rignano Flaminio,,,,,,,,,,,
Carta Penna e...,Cartoleria,,371 339 1871,"Piazza Don Magrini, 2/A vicinanze Chiesa San Michele Arcangelo",Bari,,,,,,,,,,,
Jolly Sistem,Cartoleria,,055 834 8760,"Via della Pieve, 11",Rignano sull'Arno,,,,,,,,,,,
Info System,Negozio di forniture per ufficio,http://www.info-system.net/,080 360 1715,"Via Alberto Mario, 50",Ruvo di Puglia,,,http,ASP.NET,No,Aruba S.p.A. Network,0,0,0.00,Sì,No
Supermercato Gentis - Gruppo Campanale,Negozio di alimentari,https://gruppocampanale.it/la-storia/al-discount/,080 361 2299,"Via Trento, 48",Ruvo di Puglia,,viatrento@gruppocampanale.com,https,WordPress,No,Netsons s.r.l.,60,77,92.00,Sì,No
Eventi Home Pleasure di Sorice Vito Daniel,Negozio di articoli da regalo,https://www.eventishop.it/,080 361 4988,"Viale C. Cristoforo, 2",Ruvo di Puglia,,,https,Angular,No,Aruba S.p.A. Network,19,46,85.00,Sì,No
Icolorrigenera,Cartoleria,,329 092 5459,"Via Pio la Torre, 2",Torremaggiore,,,,,,,,,,,
Centro Contabile Coppola Di Coppola Matteo,Cartoleria,,0882 392121,"Via della Costituente, 62",Torremaggiore,,,,,,,,,,,
La Graffetta,Cartoleria,,339 393 4637,"Via Enrico de Nicola, 33",Torremaggiore,,,,,,,,,,,
Organizzazione Il Libro,Libreria,https://www.organizzazionelibro.it/,0882 381407,"Via Guglielmo Marconi, 3",Torremaggiore,,,https,ASP.NET,No,Aruba S.p.A.,100,100,82.00,Sì,Sì
Cartolibreria Ferrante,Cartoleria,,0882 382440,"Via XX Settembre, 117",Torremaggiore,,,,,,,,,,,
La Favola Di Daniele Gildone,Cartoleria,,0882 383539,"Via Luigi Rossi, 57",Torremaggiore,,,,,,,,,,,
Lo Scarabocchio Di Bandello Anna Lucia,Cartoleria,,0882 681326,"Corso Giuseppe Garibaldi, 143",Serracapriola,,,,,,,,,,,
Office 1 Service Cartoleria Cartolibreria,Cartoleria,http://www.office1service.it/,080 990 1335,"Via Giovanni Casalino, 121",Triggiano,,,http,React,Sì,IP VDF,44,40,85.00,Sì,No
"Cartolibreria Barile - giocattoli, belle arti, cartoleria, libri, edicola",Negozio di giocattoli,,080 354 2934,"Via Diaz, 35",Terlizzi,,,,,,,,,,,
Cartolibreria Bisceglia Nunzia,Cartoleria,http://www.cartolibreriabisceglia.it/,080 351 1494,"Via XX Settembre, 43/45",Terlizzi,,,http,Hugo,No,Aruba S.p.A. Network,56,44,82.00,Sì,No
NONSOLOCARTA,Cartoleria,,335 148 2238,"Via di Vagno, 58",Troia,,,,,,,,,,,
Fantasie D Autore Di Nardella Morena,Negozio di articoli da regalo,https://www.fantasiedautore.it/prodotti/bomboniere/,0882 393291,"Corso Giacomo Matteotti, 175",Torremaggiore,,,https,WordPress,Sì,Serverplan s.r.l.,56,99,92.00,Sì,No
Eliotecnica Di Testa Antonietta,Copisteria,,0882 391489,"Corso Giacomo Matteotti, 107",Torremaggiore,,,,,,,,,,,
Promo Edit Srl,Libreria,http://www.promoedit.it/,0882 392083,"Via Nunzio Carretta, 25",Torremaggiore,,info@promoedit.it,http,WordPress,No,Aruba S.p.A. Network,55,70,85.00,Sì,No
Edicola di Clema Antonio,Edicola,,0882 335003,"Via Alessandro Minuziano, 156",San Severo,,,,,,,,,,,
Edicola Dimauro G. & C. (S.N.C.),Edicola,,393 843 8094,"Via Vittorio Veneto, 13",Vieste,,,,,,,,,,,
