Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Arcaplanet,Negozio di animali,https://negozi.arcaplanet.it/puglia/fg/foggia-strada-provinciale-76-km-2?utm_source=google&utm_medium=Yext&utm_campaign=T1&y_source=1_OTcyMTc1MjAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,0881 070301,"SP76, km 2",Foggia,,info@pec.arcaplanet.net,https,React,No,"Cloudflare, Inc.",66,82,85.00,Sì,No
Agri-Zoo Di Fiorentino Michelina,Negozio di animali,,0874 848405,"Corso Umberto I, 96",Morrone del Sannio,,,,,,,,,,,
Dog Shower Point,Negozio per animali,,328 751 3223,Via Gabriele D'Annunzio,San Bartolomeo In Galdo,,,,,,,,,,,
Bug Snack,Negozio di animali,http://www.bugsnack.it/,393 441 7648,"Viale Virgilio, 75/c",Foggia,,ordini.bugsnack@gmail.com,http,React,Sì,Server Plan S.r.l.,61,82,83.00,Sì,No
Market Per Animali,Negozio per animali,,0881 027495,"Corso Pietro Giannone, 188",Foggia,,,,,,,,,,,
Cucciolandia,Toelettatura di animali domestici,,327 906 1527,"Piazza Aldo Moro, 9",San Paolo di Civitate,,,,,,,,,,,
Agripet,Negozio per animali,http://www.agripetmolise.com/,0874 64741,"Viale Unità d'Italia, 8",Ripalimosani,,,http,WordPress,No,Hetzner Online GmbH,70,77,92.00,Sì,No
Farmacia San Francesco snc,Farmacia,,0881 552020,"Corso Europa, 163",Carlantino,,,,,,,,,,,
ZOO MARKET,Negozio di animali,,327 849 0212,"Via Gian Battista Vico, 9",San Severo,,,,,,,,,,,
Dedda Michele Prodotti per L`Agricoltura Concimi Sementi Agrofarmaci,Negozio di prodotti agricoli,,0881 961594,Localita Ponte 48,Bovino,,,,,,,,,,,
Animal House di Toma Gilda Fatima,Negozio per animali,,327 946 5005,"Via Leopardi, 15",San Severo,,,,,,,,,,,
Gecko Zoo,Negozio per animali,,353 460 8498,"Via Benedetto Croce, 12",Foggia,,,,,,,,,,,
Mega Animal Store,Negozio per animali,,081 1925 6837,"Via Santa Maria a Cubito, 706",Napoli,,,,,,,,,,,
Farmacia dr.ssa Rosalba Manuppelli,Farmacia,,0881 961020,"Corso Vittorio Emanuele, 63/65",Bovino,,,,,,,,,,,
Angolo Natura e Legno,Negozio per animali,https://angolonaturaelegno.it/,347 731 6042,"Vico Latella, 8",San Bartolomeo in Galdo,,luisabottaro83@yahoo.it,https,WordPress,Sì,Signet B.V.,41,86,92.00,Sì,No
Zoo Bautique,Negozio di animali,,0376 253554,"Via Romana Zuccona, 77",San Biagio,,,,,,,,,,,
Gold Fish Zoo,Negozio di animali,,392 495 9266,"Via Francesco Longano, 11",Campobasso,,,,,,,,,,,
Dog & Cat Megastore,Negozio per animali,http://www.dogecatmegastore.it/,0828 350031,"S.S, Viale Giuseppe Verdi, 18",Montecorvino Pugliano,,,http,Shopify,No,Serverplan s.r.l.,46,70,77.00,Sì,No
The Barkside,Negozio di animali,http://www.thebarkside.pt/,+351 969 311 365,R. Armando Guerreiro 3B,Corroios,,,http,WordPress,No,Almouroltec Servicos De Informatica E Internet LDA,99,100,91.00,Sì,No
B.Animals S.N.C.,Negozio per animali,,075 937 2209,"Via Tiberina, 165\B",Deruta,,,,,,,,,,,
Bio Pet Store,Negozio per animali,https://www.biopetstore.com/,376 237 3084,"Via Bazzanese, 5",Casalecchio di Reno,,,https,PrestaShop,Sì,"Cloudflare, Inc.",38,62,75.00,Sì,No
Il sogno di Maya,Negozio di animali,,370 123 5123,"Via S. Rocco, 6",Lucera,,,,,,,,,,,
Cane&Gatto,Negozio per animali,,347 128 2489,"Via Giuseppe Mazzini, 7",Lucera,,,,,,,,,,,
Occhi di gatto Srls,Negozio per animali,,0881 363304,"Via Alfredo Petrucci, 29",Lucera,,,,,,,,,,,
Nature Pet Shop | Negozio per Animali Padova,Negozio per animali,https://www.naturepetshop.it/,049 645 0907,"Piazza Metelli, 2",Padova,,,https,Shopify,Sì,OVH SAS,47,49,92.00,Sì,No
Misa Store,Negozio di abbigliamento,,324 809 5458,"Piazza S. Luigi, 3",Accadia,,,,,,,,,,,
Petfood.it - Barfitalia.it - Alimenti per animali,Negozio di alimenti naturali,https://petfood.it/,333 386 2088,"via Campo Rendina, 1",Pizzoli,,info@barfitalia.it,https,React,No,"Akamai Technologies, Inc.",55,42,83.00,Sì,No
Farmacia S. Antonio Dr. Antonio Di Leo,Farmacia,,0881 961125,"Via Roma, 47",Bovino,,,,,,,,,,,
Agri Shop Di Marinaccio Pasquale,Fornitore di trattori e macchine agricole,,0881 981399,Contrada Serrone,Accadia,,,,,,,,,,,
De Bellis Rosa,Negozio di alimentari,,0881 593346,"Via Giardino, 65",Biccari,,,,,,,,,,,
Joe Zampetti by Isola dei Tesori - Campobasso,Negozio per animali,https://joezampetti.it/punti-vendita-joe-zampetti-petstore/campobasso/,0874 698399,Cda Colle delle Api,Campobasso,,694006@megamark.it,https,WordPress,Sì,Host Europe GmbH,55,68,85.00,Sì,No
Pets By Abrescia,Negozio di animali,,080 869 8244,"Via Quintino Sella, 35",Altamura,,,,,,,,,,,
Nature Pet Shop | Negozio per Animali Treviso,Negozio per animali,https://www.naturepetshop.it/negozio-per-animali-treviso/,0422 968123,"Via Antonio Canova, 32",Treviso,,picciary@gmail.com,https,WordPress,Sì,OVH SAS,50,54,92.00,Sì,No
Minimarket Despar Di Basile Costantina,Negozio di alimentari,,0881 591012,"Via Giardino, 32",Biccari,,,,,,,,,,,
Checchia D.ssa Rosa Maria,Farmacia,https://www.amplifon.com/it/cerca-centro-amplifon/apparecchi-acustici-foggia/farmacia-dott-ssa-rosa-maria-checchia-p4685,0881 591212,"Via Fuori Porta Annunziata, 3",Biccari,,amplifon-logo@3x.png,https,Hugo,No,Amazon Technologies Inc.,37,62,85.00,Sì,Sì
Pets Gourmet,Negozio per animali,http://petsgourmet.it/,351 538 5143,"Corso Giuseppe Garibaldi, 106/108",Legnano,,clienti@petsgourmet.it,http,Shopify,No,Google LLC,54,81,92.00,Sì,No
F.lli Nigro Cereali,Negozio di prodotti agricoli,,347 464 8368,"C.da Metari snc Accadia, S.P. 136, 71021",Accadia,,,,,,,,,,,
Patatino Store,Negozio per animali,http://www.patatino.it/,327 532 4682,"Via Alle Cave, 44",Trieste,,,http,PrestaShop,No,Server Plan S.r.l.,100,100,36.00,,No
Pet store Teverola,Negozio di animali,,329 398 4134,"Via Provinciale Teverola Casaluce, 165",Teverola,,,,,,,,,,,
Farmacia 'De Salvia' Della Dott.Ssa Di Ruberto Adriana,Farmacia,,0881 553001,"62, Corso Giorgio Castriota Skanderbeg, Casalvecchio Di Puglia, FG 71030",Casalvecchio di Puglia,,,,,,,,,,,
Supermercato Despar Di Gennaro Serena & Figli,Alimentari,,0881 972037,"V. Martiri di V. Fani, 132",Castelluccio Valmaggiore,,,,,,,,,,,
Agrifer Di Schiavone Nicola,Ferramenta,,0881 981166,"Via Giovanni Amendola, 16",Accadia,,,,,,,,,,,
Pepe's Shop,Negozio per animali,,349 063 2852,"Via Lentella, 32 A",Apricena,,,,,,,,,,,
Little Zoo di Matera Carolina,Negozio per animali,,0882 645085,"Via Melissa, 82",Apricena,,,,,,,,,,,
Erario Boccafurni Gregorio,Farmacia,,0881 972512,"Via Salita Borgo, 3",Castelluccio Valmaggiore,,,,,,,,,,,
Cani E Gatti Srl,Negozio per animali,,0885 421931,"Via Plebiscito, 73",Cerignola,,,,,,,,,,,
AGROBIOFARMA LATTARULO,Farmacia,,333 742 7325,"Via Umbria, 15",Stornarella,,,,,,,,,,,
Jolly C.O.M. Sas Di Morgatico Giuseppe,Alimentari,,0885 431413,"Via Umberto I°, 43",Stornara,,,,,,,,,,,
Dacia,Negozio di alimentari,,353 307 3477,"Via Giuseppe Giusti, 4A",Stornarella,,,,,,,,,,,
L’ Arca di Noe’ - Negozio per animali,Negozio per animali,,339 441 1534,"Corso Giustino Fortunato, 142",Lavello,,,,,,,,,,,
Qua la zampa,Negozio per animali,,328 605 5230,"Via Papa Giovanni XXIII, 2",Orta Nova,,,,,,,,,,,
Piccolo Zoo,Negozio di animali,,347 746 3228,"Via Tribuna, 149",Manfredonia,,,,,,,,,,,
Amici di Casa,Negozio di animali,,327 205 0325,"Via Foggia, 142",San Giovanni Rotondo,,,,,,,,,,,
Piccoli Amici,Negozio per animali,,340 750 0578,"Via Martin Luther King, 15",Manfredonia,,,,,,,,,,,
LiRo House di Pastore Antonella,Negozio per animali,,349 421 0979,"Via Gargano, 51",Manfredonia,,,,,,,,,,,
Supermercato f.lli d'addetta,Alimentari,,342 053 1742,"Via Giacomo Matteotti, 107",Carpino,,,,,,,,,,,
EuroFarm,Negozio di prodotti agricoli,,0882 454640,"Via Foggia, 226",San Giovanni Rotondo,,,,,,,,,,,
Rag Store s.a.s.,Negozio di articoli da cucina,https://www.ragstore.it/,0825 881209,Gaudiciello 32,Ariano Irpino,,,https,React,No,IONOS SE,33,62,83.00,Sì,No
PET'S HOUSE,Negozio di animali,,339 347 5782,"n, Via Dante Alighieri, 18",Cagnano Varano,,,,,,,,,,,
Caputo Giuseppe,Alimentari,,0884 992118,"Via Mazzini, 21",Carpino,,,,,,,,,,,
Fish Ok! Foggia il brand dell'arredo natura e acquari,Negozio di acquari,https://www.pfishok.com/,0881 334015,"Via Lorenzo Cariglia, 77",Foggia,,,https,Ghost,No,Netsons Network,34,14,92.00,Sì,Sì
Omniapet by Hobby Zoo,Negozio di acquari,http://www.omniapet.it/,0884 660472,"Via Giantommaso Giordani, 41",Manfredonia,,,http,Magento,No,"Cloudflare, Inc.",28,59,92.00,Sì,Sì
Supermercato Gidis Srl,Alimentari,,0885 799606,"Via Generale Carlo Alberto dalla Chiesa, 21",Carapelle,,,,,,,,,,,
RC Pet Shop Manfredonia,Negozio per animali,https://www.rcpetshop.it/,0884 352229,"Via della Croce, 54",Manfredonia,,info@rcpetshop.it,https,Hugo,Sì,Aruba S.p.A.,51,71,85.00,Sì,No
Pepet,Negozio per animali,,06 6930 3632,"Largo Brindisi, 13",Roma,,,,,,,,,,,
Farmacia San Francesco Snc Delle Dottoresse lo Muzio E Marseglia,Farmacia,http://www.farmaciacarapelle.it/,0885 795150,"Via della Repubblica, 33-35",Carapelle,,info@farmaciacarapelle.it,http,WordPress,Sì,Aruba S.p.A.,56,72,100.00,Sì,No
Farmacia Santa Maria - snc - dott.ri Stango/Pensato,Farmacia,,0885 799104,"Corso Matteotti, 33",Carapelle,,,,,,,,,,,
Animalerie Toeletta e Negozio by Pepet,Negozio per animali,,339 569 5713,"Piazza Camillo Finocchiaro Aprile, 5",Roma,,,,,,,,,,,
Consorzio Agrario Carapelle,Negozio di prodotti agricoli,,346 679 8079,Via Ordona Km 1,Carapelle,,,,,,,,,,,
Flying Tiger Copenhagen,Negozio di articoli da regalo,https://flyingtiger.com/it-it,0881 635424,"SP76, km 2",Foggia,,,https,Craft CMS,Sì,"Cloudflare, Inc.",33,48,77.00,Sì,No
"Alimentari ""Il Borgo""",Alimentari,,0881 554111,"Via dell Indipendenza, 7",Celenza Valfortore,,,,,,,,,,,
Indipendente,Benzinaio,,0885 799622,SS 16,Carapelle,,,,,,,,,,,
Fattoria Valle Magica,Attrazione turistica,http://www.fattoriavallemagica.com/,334 833 4858,Località Ponte Amaro,Carapelle Calvisio,,,http,Backbone.js,No,"Weebly, Inc.",25,34,92.00,Sì,No
Supermercato Meta Di Fiore Salvatore,Alimentari,,0885 795239,"Viale del Mezzogiorno, 2",Carapelle,,,,,,,,,,,
Todis - Supermercato (Carapelle - Piazza Sicilia),Alimentari,https://www.todis.it/,0885 799097,"Piazza Sicilia, 22",Carapelle,,,https,WordPress,Sì,Server Plan S.r.l.,43,64,100.00,Sì,No
Animal shop dall'alano alla zebra,Toelettatura di animali domestici,,351 976 7783,"Via dei Rivalba, 17",Castelnuovo Don Bosco,,,,,,,,,,,
Farmacia Ferrucci Dr. Francesco,Farmacia,,0881 559651,"Via Garibaldi, 19",Castelnuovo della Daunia,,,,,,,,,,,
Farmacia Rossi,Farmacia,,0881 554282,"Piazza Carlo Bortone, 2",Celenza Valfortore,,,,,,,,,,,
Farmacia Lepore Dr.ssa Maria Antonietta,Farmacia,http://www.farmacialepore.it/,0881 592090,Via Belvedere,Alberona,,,http,MODX,No,Keliweb S.R.L,56,71,54.00,Sì,Sì
Acquariomania Di Sansico Natalina,Negozio di acquari,,0882 242921,Via Filippo D'Alfonso,San Severo,,,,,,,,,,,
Rufee - Pet Friendly - Toelettatura & Shop per animali,Toelettatura di animali domestici,https://www.rufee.it/,329 391 1307,"Via Andria, 33",Corato,,,https,Shopify,No,"Cloudflare, Inc.",56,95,92.00,Sì,No
De lisi teodoro,Negozio di alimentari,,347 176 2881,"Via Palmiro Togliatti, 21",Castelnuovo della Daunia,,,,,,,,,,,
Aquarium Di La Torre G.A.,Negozio di acquari,,0882 375861,"Via Augusto Righi, 1",San Severo,,,,,,,,,,,
Qua La Zampa Di Giampietro Cassotta,Negozio per animali,,0885 421824,"Via S. Maria del Rosario, 8",Cerignola,,,,,,,,,,,
ANIMAL HOUSE Toelettatura Cani & Pet Shop,Toelettatura di animali domestici,,329 061 0670,"Via Corsica, 30",Cerignola,,,,,,,,,,,
Animal Planet,Toelettatura di animali domestici,,0883 892219,"Via Nazionale, 44",San Ferdinando di Puglia,,,,,,,,,,,
Serio & Puro,Magazzino all'ingrosso,,320 115 3077,"Contrada Quarto, snc",Cerignola,,,,,,,,,,,
Pet's Market Italia,Negozio per animali,http://www.petsmarket.it/,080 202 5760,"Via Camillo Rosalba, 61/A",Bari,,info@petsmarket.it,http,WordPress,No,Aruba S.p.A. Network,52,83,92.00,Sì,No
Pappa e Cuccia,Toelettatura di animali domestici,,329 366 9046,"Via Duca di Genova, 14",Canosa di Puglia,,,,,,,,,,,
Grima Group,Negozio di mangimi,,351 775 1628,"c/o Parking MP, Strada Provinciale 95 BIS, Km 2/n. 60",Cerignola,,,,,,,,,,,
Happy shopping cerignola,Negozio,,331 882 9459,"Via Manfredonia, 72",Cerignola,,,,,,,,,,,
Interspar,Negozio di alimentari,https://www.despar.com/pdv/maiora-s-r-l-via-pigna-ang-via-torricelli-s-n-cerignola-67,0885 427638,"Via Pigna Ang, Via Torricelli",Cerignola,,logo-dark@2x.png,https,React,Sì,Aruba S.p.A. Network,59,69,83.00,Sì,No
Joe Zampetti by Isola dei Tesori - Cerignola,Negozio per animali,https://joezampetti.it/punti-vendita-joe-zampetti-petstore/cerignola/,0885 090194,"Corso Scuola Agraria, nc",Cerignola,,694008@megamark.it,https,Shopify,Sì,Host Europe GmbH,52,74,77.00,Sì,No
Aquatic Zoo,Negozio per animali,,080 893 7060,"Via Giuseppe Chiarelli, G H I, 8",Martina Franca,,,,,,,,,,,
Guapo Pet Shop,Negozio per animali,https://www.guapopetshop.it/,080 237 1016,"Viale Gino Priolo, 55",Bari,,,https,Shopify,Sì,Netsons Network,64,76,100.00,Sì,No
Amedeo Dott Chinni Parafarmacia Alkimia Amedeo,Farmacia,,0881 963385,"Vico I Corso Umberto, 74",Deliceto,,,,,,,,,,,
Megal Di Lamatrice Antonio E Enza Sas,Alimentari,,0881 963217,"Via Fontana Nuova, 110",Deliceto,,,,,,,,,,,
Eurospin,Alimentari,,045 786 2000,Via S. Ferdinando di Puglia,Cerignola,,,,,,,,,,,
CONAD,Alimentari,https://www.conad.it/ricerca-negozi/conad-via-monte-amiata-7-71042-cerignola--009286,0885 427826,"Via Monte Amiata, 7",Cerignola,,,https,React,Sì,"Fastly, Inc.",48,59,92.00,Sì,No
Salumeria Del Buongustaio - da Prospero,Alimentari,,0881 973322,"Via Fontana, 26",Faeto,,,,,,,,,,,
Giuseppe Maiorano,Alimentari,,0884 995675,"via Salvo d`Acquisto, 35",Ischitella,,,,,,,,,,,
New Aligros Market,Alimentari,,0884 995243,"via Giacomo Matteotti, 52",Ischitella,,,,,,,,,,,
Rea Rocco Ferramenta,Ferramenta,https://roccoreaferramenta.it/,333 617 2001,"Via Borgo, Via Gavitelle, 14",Deliceto,,info@roccoreaferramenta.it,https,React,Sì,Serverplan s.r.l.,60,94,92.00,Sì,No
Market Dal Buongustaio,Alimentari,,0884 995473,"Via Umberto I, 69",Ischitella,,,,,,,,,,,
Maiorano Dario,Alimentari,,0884 996096,"Corso Cesare Battisti, 116",Ischitella,,,,,,,,,,,
Farmacia Lustri Dr. Germano,Farmacia,,0884 996005,"Via Nazario Sauro, 46",Ischitella,,,,,,,,,,,
Happy Casa Store Cerignola,Casalinghi,http://www.happycasastore.it/,0885 890694,"Corso scuola agraria, Via Monte Amiata, 43",Cerignola,,,http,Shopify,Sì,Aruba S.p.A.,28,13,92.00,Sì,No
Farmacia Graziano Dott.Ssa Anna,Farmacia,,0881 973200,"Via Croce, 3",Faeto,,,,,,,,,,,
Farmacia Ischitella dott.Fulvio Trovato,Farmacia,,081 509 9135,"Via Domiziana, 636",Castel Volturno,,,,,,,,,,,
Amici di casa Coop,Negozio per animali,,0881 813111,"Viale degli Aviatori, 126",Foggia,,,,,,,,,,,
MD S.p.A.,Alimentari,https://www.mdspa.it/punti-vendita/Puglia/FG-Foggia/1072-PESCHICI,320 458 3701,"VIa Tramontana, Contrada, Via Cimitero",Peschici,,,https,WordPress,Sì,"The Constant Company, LLC",54,60,85.00,Sì,No
Dogs’ Spring,Toelettatura di animali domestici,https://www.dogs-spring.it/,351 402 1516,"Via Saverio Pollice, 52",Foggia,,,https,Shopify,No,"Fastly, Inc.",60,90,92.00,Sì,No
Minimarket Fentini CONAD,Negozio di alimentari,,0882 463220,"Via Aldo Moro, 9",Villaggio San Domino,,,,,,,,,,,
Fauna Food Di Francesco Rubino,Negozio di mangimi,,0881 203282,"Via Alessandro Volta, 33",Lucera,,,,,,,,,,,
Farmacia dr Scardigno Michele,Farmacia,,0882 463327,"Piazza Sandro Pertini, 7",Isole Tremiti,,,,,,,,,,,
L'Isola dei Tesori,Negozio per animali,https://www.isoladeitesori.it/store/foggia-fg-viale-aviatori-37-9699.html,0881 617148,"Viale degli Aviatori, 37",Foggia,,cat@2x.png,https,React,Sì,"Cloudflare, Inc.",34,50,92.00,Sì,No
Veterinaryshop Srls,Negozio per animali,http://veterinaryshop.it/,338 687 8620,"Via della Madonnuccia, 10",Città Sant'Angelo,,veterinaryshop@gmail.com,http,WordPress,No,Google LLC,57,84,100.00,Sì,No
Supermercato dok,Alimentari,https://www.supermercatidok.it/index.php?idpdv=270&last=no&p=promozioni&pdv=RODI+GARGANICO+-+VIA+P.+NENNI%2C+37,0884 965163,"Via Pietro Nenni, 37",Rodi Garganico,,contatti@megamark.it,https,Shopify,No,Interoute Telecommunications (UK) Ltd,27,59,92.00,Sì,No
Alimentari “Michele Troiano”,Alimentari,,0884 562074,"Via Belvedere, 5",Monte Sant'Angelo,,,,,,,,,,,
Supermercato Trotta,Negozio di alimentari,,0884 551002,"Via Chicco, 102/A",Mattinata,,,,,,,,,,,
Fratelli Masulli,Alimentari,,0884 565499,"4, Via Orsomando Giulio, Monte Sant'angelo, FG 71037",Monte Sant'Angelo,,,,,,,,,,,
SPAZIO CONAD,Alimentari,https://www.conad.it/ricerca-negozi/spazio-conad-contrada-pace-snc-71037-monte-santangelo--006891,0884 602432,"Contrada Pace, snc",Monte Sant'Angelo,,,https,Hugo,Sì,"Fastly, Inc.",47,77,92.00,Sì,No
Supermarket D'Apolito S.n.c.,Alimentari,,349 367 8011,"Corso Matino, 124",Mattinata,,,,,,,,,,,
Scodinzolando Pet Store,Negozio per animali,,333 845 1891,"Via Pace, 32",Montecorvino Rovella,,,,,,,,,,,
VITULANO DRUGSTORE,Parafarmacia e drogheria,https://www.vitulanodrugstore.it/,0884 559874,Via B. Mione,Mattinata,,info@aegvitulano.it,https,WordPress,Sì,Aruba S.p.A.,30,43,92.00,Sì,No
Farmacia Garruto Dr. Rocco,Farmacia,,0881 551456,"Piazza Aldo Moro, 1",Motta Montecorvino,,,,,,,,,,,
Happy Casa Store,Casalinghi,http://www.happycasastore.it/,0884 320492,Contrada Pace,Monte Sant'Angelo,,,http,React,Sì,Aruba S.p.A.,26,13,92.00,Sì,No
Farmacia Sansone,Farmacia,http://www.farmaciasansone.com/,0884 559537,"Corso Matino, 114",Mattinata,,,http,React,No,Google LLC,40,53,100.00,Sì,No
Guerrieri Raffaele,Negozio di alimentari,,0881 551166,"Via Vittorio Alfieri, 6",Motta Montecorvino,,,,,,,,,,,
Sicur Service Italia Srl,Negozio di allarmi e sistemi di sicurezza,http://www.sicurserviceitalia.it/,0881 551091,"Via Giosuè Carducci, 4",Motta Montecorvino,,info@sicurserviceitalia.it,http,ASP.NET,No,Aruba S.p.A. Network,37,56,82.00,Sì,No
Motta Market Snc,Alimentari,,0881 551401,"Via S. Pellico, 13",Motta Montecorvino,,,,,,,,,,,
Pet Market,Negozio di animali,https://petmarket.it/,0586 400350,"Via Firenze, 134",Livorno,," info-ecommerce@petmarket.it ",https,PrestaShop,No,OVH SAS,60,76,92.00,Sì,No
Acqua & Sapone,Negozio di prodotti di bellezza e per il benessere,https://www.acquaesapone.it/,080 435 1837,"Via Cappuccini, 50",Brindisi,,,https,WordPress,No,"Giuliano Claudio Peritore trading as ""Panservice s.a.s. di Cuseo Fabrizio & C.""",31,50,85.00,Sì,No
Petmark - Il migliore amico del tuo Pet,Negozio per animali,https://www.petmark.it/,02 3668 9840,"Via della Pace, 26",San Giuliano Milanese,,info@siware.it,https,ASP.NET,No,Aruba S.p.A. Network,57,65,92.00,Sì,No
Negozio per Animali Mondo Animale,Negozio per animali,http://www.negoziomondoanimale.com/,0372 744957,"Via Medaglie D'Oro, 11",Pizzighettone,,info@negoziomondoanimale.com,http,React,No,OVH SAS,49,75,77.00,Sì,No
