Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Body Fit,Sala fitness,,377 353 1766,"Via Lecce, 99",Carmiano,,,,,,,,,,,
Evolution Dance,Palestra,,327 652 5536,Via Duca D'Aosta,Squinzano,,,,,,,,,,,
The Space Fitness Center,Palestra,https://www.thespacefitnesscenter.it/,353 208 3194,Via Milano,Nardò,,,https,React,No,Aruba S.p.A.,39,38,85.00,Sì,No
Crossfit Finisterrae Maglie,Sala fitness,http://www.crossfitfinisterraemaglie.it/,328 971 8490,"Via Cavalieri G., 44",Maglie,,scardinoma@gmail.com,https,Basekit,No,Aruba S.p.A.,56,64,100.00,Sì,No
Luxury Lab (Studio Personal Trainer di Eleonora Rollo),Palestra,https://luxurylabpt.it/,0832 269388,"Via E. de Filippo, 8",Monteroni di Lecce,,info@luxurylabpt.it,http,Joomla,Sì,Aruba S.p.A. Network,31,51,92.00,Sì,No
LION GYM a. s. d.,Sala fitness,,327 038 9711,"Via Gaetano Donizetti, 14",Lizzanello,,,,,,,,,,,
A.s.d. Natural Fitness,Palestra,,346 001 9648,"Via Surbo, 22",Trepuzzi,,,,,,,,,,,
Milos Club,Sala fitness,,329 836 9319,"Via Guglielmo Pepe, 58",Trepuzzi,,,,,,,,,,,
Evolution A.S.D.,Sala fitness,,0832 169 4374,"Via Guglielmo Pepe, 60",Trepuzzi,,,,,,,,,,,
Infinity Sport ASD,Palestra,,327 247 4774,"Via dei Prati Verdi, 24",Matino,,,,,,,,,,,
Boxe Terra d'Otranto - Matino,Palestra,,331 737 7228,Via dei Prati Verdi,Matino,,,,,,,,,,,
Moving Sport&Fitness,Palestra,,377 398 1534,"LE 11-13, Via Termiti",Tuglie,,,,,,,,,,,
Energym | Associazione Sportiva Dilettantistica,Palestra,,347 749 9065,"Via Agnesi Cda Pigna, 26",Casarano,,,,,,,,,,,
Rk living fitness club,Palestra,,392 392 2397,"Via Tito Livio, 70",Castromediano,,,,,,,,,,,
Palestra A.S.D. Tomsport,Palestra,,0833 591699,"Via Collodi, snc",Casarano,,,,,,,,,,,
Movement Club Palestra,Palestra,https://movementclub.it/,347 601 4669,"Via S. Giovanni, 175",Novoli,,direct@movementclub.it,https,React,No,Google LLC,56,83,85.00,Sì,No
Empire Fitness & Wellness - Matino,Sala fitness,https://empirematino.it/,349 261 3113,"Str. Vicinale da Matino a Scotola, 225",Matino,,,https,WordPress,No,Hetzner Online GmbH,90,100,91.00,Sì,No
ACTIVE BODY,Sala fitness,,347 705 4767,"Corso Cesare Vergine, 48",Tuglie,,,,,,,,,,,
Palestra Aktive,Palestra,,328 273 5438,"Via del Bosco, 61",Collepasso,,,,,,,,,,,
Box Leucos,Sala fitness,,339 843 5323,"Via Alto Adige, 11",Casarano,,,,,,,,,,,
M.B. Sport Fitness Center,Palestra,,320 829 7797,"Via Giovanni Paisiello, 16",Ruffano,,,,,,,,,,,
Judo Club Ruffano,Palestra,,339 455 5217,"Via A. de Gasperi, 55",Ruffano,,,,,,,,,,,
A.S.D Zen Shin 2.0,Palestra per il pugilato Muay Thai,,328 063 4459,"Via Santa Maria di Leuca, 234",Ruffano,,,,,,,,,,,
Asd Pump2,Sala fitness,,349 340 7672,"Via Pietro Micca, 50",Ruffano,,,,,,,,,,,
Golden Eight Sport,Sala fitness,,392 489 1149,"Via Europa, 3",Racale,,,,,,,,,,,
Body Art & Dojo Arashi,Palestra,,328 957 1293,"Via Lecce, 203",Surbo,,,,,,,,,,,
Oplitia Fitness,Palestra,,388 351 2760,"Via Maddalena, 27",Racale,,,,,,,,,,,
DiamondFit Studio Personal,Sala fitness,,348 427 5713,"Via Lucania, 19",Racale,,,,,,,,,,,
Globo's Fitness Club,Palestra,,388 306 3578,"Via A. Costa, 8",Racale,,,,,,,,,,,
Dise_fitness H24,Sala fitness,,339 767 0747,Via dei Gerani,Melissano,,,,,,,,,,,
Kleosfit Calisthenics School,Sala fitness,,347 176 5908,"Via Alessandro Volta, 15",Racale,,,,,,,,,,,
BLACKOUT GYM - Martano,Palestra,,388 347 4966,Via A. Bortone,Martano,,,,,,,,,,,
Fit Stop & Dance,Sala fitness,,328 011 8691,"Via Lecce, 18",Campi Salentina,,,,,,,,,,,
Curves Lecce Nord | Allenamento femminile,Sala fitness,http://curves.eu/,379 160 0395,"Via dell' Artigianato, Lotto 8/a",Surbo,,,,WordPress,Non trovato,"Cloudflare, Inc.",75,77,92.00,Stato Non Determinato,No
Palestra Frimarc Sport,Sala fitness,,340 831 6969,"Via Confalonieri, 31",Surbo,,,,,,,,,,,
PALESTRA G. DIMO,Sala fitness,,0833 593306,"Via Fiume, 7",Parabita,,,,,,,,,,,
Palestra Flex Gym and Wellness,Sala fitness,,320 344 6020,"Via Provvidenza, 20",Cutrofiano,,,,,,,,,,,
Sporting Center Di Apollonio Marco,Palestra,,0836 553030,"Via Pozzi Dolci, 68",Aradeo,,,,,,,,,,,
"Euthymia Scuola di danza, Pilates e BenEssere Aradeo di Stefania Tramacere",Palestra,https://www.stefaniatramacere.com/,338 180 4340,"Via Neruda, 25",Aradeo,,john@doe.com,https,WordPress,No,Aruba S.p.A. Network,69,94,92.00,Sì,No
ASD Kinesis,Sala fitness,,380 435 2921,"Via Isonzo, 11",Novoli,,,,,,,,,,,
Mediclub Di Risola Anna Rita,Sala fitness,,0832 714417,"Provinciale, Via Trepuzzi, km 1,6",Novoli,,,,,,,,,,,
Athlon,Palestra,,339 612 9928,"Via G. Puccini, 32",Lecce,,,,,,,,,,,
CORE STUDIO,Sala fitness,https://www.hopp.bio/corewellfit,392 340 3176,"Via Giovanni Boccaccio, 7",Parabita,,info.corewellness@gmail.com,https,React,No,Google LLC,76,93,83.00,Sì,No
CFSUD ASD,Sala fitness,,392 216 8698,"Via Nicola Argentina, 52",Lecce,,,,,,,,,,,
U.S. Body Center,Sala fitness,,0832 392502,"Via Vincenzo Balsamo, 11",Lecce,,,,,,,,,,,
Tabarin - Spazio per le arti circensi,Palestra,,340 964 0101,VIa Provinciale Gallipoli,Parabita,,,,,,,,,,,
Rodolfo Centro Fitness,Sala fitness,,347 414 0172,"Via Papa Paolo VI, 1",Melissano,,,,,,,,,,,
Gym Fitness,Palestra,http://www.gymfitness.it/,338 973 6712,"Via Sandro Pertini, 6",Cutrofiano,,,http,React,No,SEEWEB s.r.l.,56,61,91.00,Sì,No
Infinity Wellness Club,Palestra,,351 698 3367,"Via Cairoli, 29",Vernole,,,,,,,,,,,
NEW SELECTION,Sala fitness,,327 208 9549,"Via Molise, 19",Copertino,,,,,,,,,,,
Viva Fitness Club,Palestra,,338 201 0124,"Via Giovanni Amendola, 108",Copertino,,,,,,,,,,,
Technofit Alex E Antonio,Palestra,,338 340 0528,"Via Carlo V, 46",Copertino,,,,,,,,,,,
Palestra real gym di Strafella Salvatore e Strafella Alessandro,Palestra,,0832 181 4612,Via Campania,Copertino,,,,,,,,,,,
Energy Life San Donato asd,Sala fitness,,328 269 9425,"Via Fratelli Rosselli, 11",San Donato di Lecce,,,,,,,,,,,
CrossFit Mylos,Sala fitness,http://www.crossfitmylos.com/,328 356 7460,"Via di Leuca Tempi Nuovi, km.3",Cavallino,,,,ASP.NET,No,OVH SAS,40,41,0.00,Sì,No
Salento Boxe Team Laudisa,Palestra di pugilato,,393 879 5063,Strada Comunale Spezzaferri,Cavallino,,,,,,,,,,,
Body Master Underground Lecce,Palestra,,0832 159 1865,"Via B. Croce, 45",Lecce,,,,,,,,,,,
Body Alive - Fitness e Combat Sports,Sala fitness,,340 671 7011,Via Campo dei Fiori,Melissano,,,,,,,,,,,
WORKOUT ASD FITNESS,Palestra,,+94 72 186 6404,"Via Pantelleria, 27",Lecce,,,,,,,,,,,
Experience functional lab Asd,Palestra,,327 169 2406,"Via Cesare Penna, 14",Lecce,,,,,,,,,,,
Moa Gym Sport Centre,Palestra,,328 759 7645,"Via Melcarne, 6",Lecce,,,,,,,,,,,
Polisportiva - Exclusive Gym,Palestra,https://www.exclusive-gym.com/,347 249 3930,"Via Quintino Sella, 1",Melissano,,polisportivaexclusivegym@gmail.com,https,Shopify,Sì,Google LLC,54,81,92.00,Sì,No
Salento Fitness,Sala fitness,,371 551 9558,"Via Pitagora, 27/A",Lecce,,,,,,,,,,,
A.S.D. Polisportiva Kallistos,Palestra,,389 603 7682,"Via Attilio Sammartino, 5",Alliste,,,,,,,,,,,
Palestra New Sport Passion,Palestra,,347 454 2537,Via IV Novembre,Alessano,,,,,,,,,,,
EXCITE BOUTIQUE - Lecce,Sala fitness,http://www.excitepalestre.com/,0832 347934,"Via Cicolella, 1",Lecce,,,https,Shopify,No,Google LLC,66,94,100.00,Sì,No
EXCITE PURE - Lecce,Palestra,http://www.excitepalestre.com/,0832 307731,"Via Frà Nicolò da Lequile, 18",Lecce,,,https,Shopify,No,Google LLC,66,94,100.00,Sì,No
Planet Fitness Center & SPA,Sala fitness,,0833 186 4720,"Via Pantalei Tagliate, 38",Nardò,,,,,,,,,,,
Palestra Gold's Gym,Sala fitness,,366 111 3668,"Via Bertrand Russel, 4",Nardò,,,,,,,,,,,
Wellness Palestra Copertino del Dott. Gianluca Spagnolo Chinesiologo,Palestra,,320 628 4388,"Via Fra Silvestro Calia, 31",Copertino,,,,,,,,,,,
5&70 Fitness Club,Palestra,,0832 401384,"Via Pantelleria, 42",Lecce,,,,,,,,,,,
IRON Lecce,Palestra,,324 874 0021,"Via G. Puccini, 32",Lecce,,,,,,,,,,,
ICOS SPORTING CLUB,Palestra,,0833 162 2500,Via Carlo Alberto dalla Chiesa,Nardò,,,,,,,,,,,
Centro Sportivo Ribaudo,Sala fitness,,324 907 0264,"Via Della Pace, 12",Nardò,,,,,,,,,,,
Alma Sport Palestra Lecce,Palestra,https://www.almasportlecce.it/,0832 091129,"Via dei Palumbo, 59",Lecce,,,https,Joomla,No,Aruba S.p.A.,35,22,85.00,Sì,No
Palestra Eraklion,Palestra,,0832 099560,"Via Montegrappa, 2",Lecce,,,,,,,,,,,
The Prison,Palestra,https://theprisonasd.com/,348 591 6016,"Palestra The Prison, Via Capri, 65",Copertino,,info@theprisonasd.com,http,WordPress,No,One.com A/S,82,93,83.00,Sì,
LIFE asd,Palestra,,328 773 6601,"Via Trappeti, 8",Guagnano,,,,,,,,,,,
CrossFit Nardò,Palestra,http://crossfitnardo.com/,338 821 2006,"Via Mario Bernardini, 2",Nardò,,info@crossfitnardo.com,https,Drupal,No,Server Plan S.r.l.,60,74,92.00,Sì,Sì
YogaLabS,Palestra,http://www.yogalabs.it/,388 473 3607,"Via R. Ardigò, 1",Nardò,,yogalabsalento@gmail.com,https,WordPress,No,Server Plan S.r.l.,61,97,92.00,Sì,No
Palestra Champions,Sala fitness,,320 891 2989,"Via di Soleto, 77",Galatina,,,,,,,,,,,
Eco jolly sport,Palestra,,339 140 5485,"Via Enzo Ferrari, 19",Porto Cesareo,,,,,,,,,,,
JYMNASTIC PARK,Palestra,,340 087 9248,Via S. Filippo Neri,Porto Cesareo,,,,,,,,,,,
A.s.d Spartan Gym,Sala fitness,,340 667 8237,Corso Ciardo Fratelli,Gagliano del Capo,,,,,,,,,,,
Excite Rebel - Lecce,Sala fitness,http://www.excitepalestre.com/,0832 092675,"Via A. dell'Abate, 31b",Lecce,,,https,Shopify,No,Google LLC,64,93,100.00,Sì,No
Gym Albatros,Palestra,,328 564 8273,"Via Evangelista Torricelli, 8",Nardò,,,,,,,,,,,
CLAN Centro Fitness,Palestra,,328 353 5513,"Via Raffaello, 71",Castrignano de' Greci,,,,,,,,,,,
W SPORT LAB,Palestra,,388 833 4604,"Via Trieste, 1",Ruggiano,,,,,,,,,,,
Chinesiolab S&C,Palestra,http://www.manuelmatteo.it/,328 316 3979,"Via Antonio Gramsci, 2",Salice Salentino,,info@manuelmatteo.it,https,Shopify,Sì,Serverplan S.r.l.,59,87,92.00,Sì,No
Style Fitness,Palestra,,349 365 6561,"LE, Via Norberto Bobbio",Poggiardo,,,,,,,,,,,
PrimalMover ASD Corpo libero Functional Training,Palestra,,328 321 8173,"Via Monte Grappa, 74",Poggiardo,,,,,,,,,,,
Family Sport,Palestra,https://familysport.it/,0836 602028,"Via Val d'Aosta, 18",Galatina,,info@familysport.it,https,Mobirise,No,Netsons Network,63,97,100.00,Sì,No
Futura Training Space,Sala fitness,,351 458 1021,"Via Salvatore Trinchese, 12",Poggiardo,,,,,,,,,,,
Palestra Metroflex,Sala fitness,,329 325 7958,"Via Scipione De Monti, 1",Corigliano d'Otranto,,,,,,,,,,,
ASD ENJOY,Sala fitness,,339 852 8885,Via Neviera,Guagnano,,,,,,,,,,,
Agon Academy A.S.D.,Palestra,,329 934 6820,"Via Regina Elena, 275",Sannicola,,,,,,,,,,,
Palestra Essenza,Palestra,,340 673 2574,"LE, Via Quinto Ennio, 10",Soleto,,,,,,,,,,,
FUTURA Fitness & Wellness Center,Sala fitness,,339 628 6221,"Via Dante Alighieri, 26",Uggiano la Chiesa,,,,,,,,,,,
Centro Sportivo Fight Gym,Palestra,https://www.dskm-italia.com/,334 842 7658,"Via A. De Ferraris, 7",Collepasso,,,https,React,Sì,Aruba S.p.A. Network,67,94,83.00,Sì,No
New Life Club,Sala fitness,,339 488 2404,"Via Gabriele d'Annunzio, 19",Poggiardo,,,,,,,,,,,
Fight Club,Palestra di pugilato,,347 878 6606,"Via Scalelle, 64",Gallipoli,,,,,,,,,,,
Palestra Zen Shin,Palestra,http://www.zenshinpalestra.com/,333 872 9367,"Via C. Galluccio, 46",Galatina,,antonio.buono66@hotmail.it,https,WordPress,No,Aruba S.p.A. Network,27,62,92.00,Sì,No
Mr Fit,Sala fitness,,0833 822420,Via Gian Battista Vico,Gallipoli,,,,,,,,,,,
Palestra Rizzello Srl,Palestra,,0833 292247,"snc v. Vico, Gallipoli, Le 73014",Gallipoli,,,,,,,,,,,
Mr Fit Lab,Palestra,,347 631 6203,"Via Vittorio Alfieri, 23",Gallipoli,,,,,,,,,,,
Palestra PLEINE Forme,Sala fitness,,335 636 7254,"73050, Via C. A. Lionetto, 16",Salve,,,,,,,,,,,
Palestra Extreme,Sala fitness,,388 350 8927,"Via Vittorio Emanuele II, 19B",Tricase,,,,,,,,,,,
Palestra Over The Top,Sala fitness,,329 148 9794,"Via Giorgio Morandi, 17",Tricase,,,,,,,,,,,
Studio Di Kinesiterapia De Blasi,Sala fitness,,0833 545657,"Via Umberto Giordano, 37",Tricase,,,,,,,,,,,
Volley camp Nuzzosan,Sala fitness,https://www.nuzzosanvolleycamp.com/,340 413 2779,C.da Masseria Li Turchi,Santa Maria di Leuca,,nuzzosanvolleycamp@gmail.com,http,WordPress,No,Aruba S.p.A. Network,56,79,100.00,Sì,No
STRONGFIT SALENTO,Sala fitness,,380 215 5387,"Via Sandro Pertini, 12",Tricase,,,,,,,,,,,
TAEKWONDO D'AMICO ASD,Palestra,,347 308 3107,"Via Carabellese, 19",Tricase,,,,,,,,,,,
Alex Boxe,Palestra di pugilato,,329 274 0781,"Via Paolo Mantegazza, 1",Tricase,,,,,,,,,,,
Blu Fit Studio,Sala fitness,,335 573 5972,"Via Massimo D'Azeglio, 19",Muro Leccese,,,,,,,,,,,
Isla Del Sol,Palestra,,380 867 5094,"S.da Comunale S. Simone, 2",Casarano,,,,,,,,,,,
A.S.D. Moving Up,Palestra,,346 210 3399,"Strada Provinciale Taurisano, 130",Casarano,,,,,,,,,,,
Dojo Furyo Ju JItsu,Palestra,,340 088 6983,"73014, Piazza Carducci, 1",Gallipoli,,,,,,,,,,,
ACCADEMIA ASD GENESIS - non solo Palestra,Palestra,,351 836 6618,"Via Pavia, 11",Casarano,,,,,,,,,,,
Palestra Freetime Fitness Club,Sala fitness,,320 953 8830,"Via Gallipoli, snc",San Cassiano,,,,,,,,,,,
Fitness Therapy,Personal trainer,,346 008 3651,"Via Pietro Colletta, 27",Casarano,,,,,,,,,,,
Palestra FIT ZONE Dott. Pietro Monti,Sala fitness,http://www.palestrafitzone.com/,347 300 4464,"Via Risorgimento, 17",Spongano,,pietrofitzone@gmail.com,https,WordPress,Sì,Aruba S.p.A.,61,88,69.00,Sì,No
A.S.D. Palestra G e C,Palestra,,328 876 2792,"Via Molise, 6",Corsano,,,,,,,,,,,
CrossFit Lecce,Sala fitness,http://www.crossfitlecce.com/,340 251 3710,"Via Giovanni Maria Moricino, 30",Lecce,,,http,WordPress,No,Aruba S.p.A.,83,98,92.00,Sì,No
TEAM MULTISPORT PETRACHI PUGILATO KICKBOXING PREPARAZIONE ATLETICA CONCORSI MILITARI,Palestra di pugilato,,328 729 1503,"Via Madonna del Carmine, 8",Soleto,,,,,,,,,,,
Bioscenter,Sala fitness,,340 402 5091,"Via Raffaello Sanzio, 6",Presicce-Acquarica,,,,,,,,,,,
Palestre Perfect Line,Sala fitness,,320 828 3973,"Via degli Emigranti, 2",Tiggiano,,,,,,,,,,,
Etre Sport & Salute,Sala fitness,,328 299 8724,"Via Vecchia Frigole, 36",Lecce,,,,,,,,,,,
PERFORMANCE WELNESS CLUB,Palestra,,331 766 7007,Via don Minzoni,Salve,,,,,,,,,,,
Arena a.s.d,Palestra,,328 443 7520,"LE, Via Neviano, 13-35",Seclì,,,,,,,,,,,
BODY REVOLUTION A.S.D.,Sala fitness,,380 680 5035,"Via Giacomo Matteotti, 29",Sternatia,,,,,,,,,,,
ATHLETIC TRAINER FIT Palestra,Sala fitness,,380 382 0405,"Via XX Settembre, 13",San Cassiano,,,,,,,,,,,
Demos Fitness,Palestra,,388 943 6781,"Via Ravenna, 7",Soleto,,,,,,,,,,,
Arena Fitness Club,Palestra,,333 862 0881,"Via Neviano, 64",Seclì,,,,,,,,,,,
New Club Performance SSD ARL,Sala fitness,,324 866 0188,"Via Alessanro Manzoni, 45",Melpignano,,,,,,,,,,,
Dragon Warrior Gym,Sala fitness,https://www.dragonwarriorgym.it/,327 705 5168,"Via Neviano, 52",Seclì,,info@dragonwarriorgym.it,https,WordPress,No,Aruba S.p.A.,71,96,92.00,Sì,No
Full Body Lab di Igor D'Ambrosiocentro personal trainer e centro estetica avanzata a Castrignano dei Greci,Personal trainer,,329 545 4933,"c/o I-Care - Centro Sportivo Polivalente, Via Vecchia Morigino, snc",Castrignano de' Greci,,,,,,,,,,,
Soul•StefaniaNuzzo,Palestra,,320 752 5425,"Via XXIV Maggio, 32",Cannole,,,,,,,,,,,
Asd Le Coccinelle,Palestra,,339 634 3694,Str. vicinale Pelena,Carpignano Salentino,,,,,,,,,,,
A.S.D.Gynnika Sport,Palestra,,0833 764229,"Via L. Manara, 10",Miggiano,,,,,,,,,,,
Palestra Energym asd,Palestra,,328 806 3582,"Via Stazione, 6",Spongano,,,,,,,,,,,
FC Studio Fitness,Personal trainer,,339 116 8773,"Viale Italia, 88",Sogliano Cavour,,,,,,,,,,,
ASD Judo Club Shintai Supersano,Palestra,,348 729 6844,"Via Tito Minniti, 126",Supersano,,,,,,,,,,,
Sanapo emanuele,Personal trainer,http://emanuelesanapo-athletictrainer.it/,334 377 7362,"Via Vittorio Emanuele, 7",Supersano,,lelesanapo@libero.it,http,React,No,Aruba S.p.A.,59,73,85.00,Sì,No
A.s.d. Wellness Studio,Palestra,,0833 531750,"Via Taranto, 8",Tiggiano,,,,,,,,,,,
CrossFit 73100,Sala fitness,,334 293 3644,"Via dei Palumbo, 59",Lecce,,,,,,,,,,,
XLAB Fitness Club,Palestra,,327 874 3830,"Via della Repubblica, 54",Andrano,,,,,,,,,,,
Palestra Mad Sport,Sala fitness,,345 639 4771,"Via Guglielmo Lottizzazione, 28",Vignacastrisi,,,,,,,,,,,
Studio pilates Breathe,Palestra,,320 182 9903,"Via Santa Sofia, 76",Diso,,,,,,,,,,,
Gym Center,Sala fitness,https://gymcenterdiso.it/,388 142 1699,"Via Roma, 86",Diso,,info@gymcenterdiso.it,https,Angular,No,Server Plan S.r.l.,56,83,92.00,Sì,No
INVICTUS GYM,Sala fitness,,389 644 0025,"Via Giuseppe Bellini, 96",Marittima,,,,,,,,,,,
De Gabriele Maria Addolorata,Palestra,,0836 997575,Via Bolzano,Botrugno,,,,,,,,,,,
Armonia ASD,Palestra,,320 814 1083,"Via Pietro Nenni, 20",San Pietro in Lama,,,,,,,,,,,
Imperium Motus - Studio Calisthenics Lecce,Personal trainer,http://www.imperium-motus.it/,366 375 2677,"Via dei Bersaglieri, 22",Castromediano,,,https,WordPress,Sì,Google LLC,57,69,100.00,Sì,No
ASD La Fenice Unconventional Training,Palestra,,320 665 9680,"Via Goffredo Mameli, 29",Botrugno,,,,,,,,,,,
